Year,Entidad federativa,Ocupación carcelaria estatal,GeoCode,Value
2015,Puebla,Centros penitenciarios estatales,21,137.6717866
2021,Puebla,Centros de internamiento para adolescentes estatales,21,11.11111111
2020,Puebla,Centros de internamiento para adolescentes estatales,21,12.59259259
2019,Puebla,Centros de internamiento para adolescentes estatales,21,14.81481481
2018,Puebla,Centros de internamiento para adolescentes estatales,21,21.48148148
2017,Puebla,Centros de internamiento para adolescentes estatales,21,28.14814815
2016,Puebla,Centros de internamiento para adolescentes estatales,21,42.96296296
2015,Puebla,Centros de internamiento para adolescentes estatales,21,47.40740741
2021,Querétaro,Total Estatal,22,82.9954955
2020,Querétaro,Total Estatal,22,81.19369369
2019,Querétaro,Total Estatal,22,73.70677336
2018,Querétaro,Total Estatal,22,66.92439863
2017,Querétaro,Total Estatal,22,62.63066202000001
2016,Querétaro,Total Estatal,22,61.46140247
2015,Querétaro,Total Estatal,22,65.05989732
2021,Querétaro,Centros penitenciarios estatales,22,84.2622004
2020,Querétaro,Centros penitenciarios estatales,22,82.58735201
2019,Querétaro,Centros penitenciarios estatales,22,74.86803519
2018,Querétaro,Centros penitenciarios estatales,22,67.73435204
2017,Querétaro,Centros penitenciarios estatales,22,62.89794704
2016,Querétaro,Centros penitenciarios estatales,22,60.10606952999999
2015,Querétaro,Centros penitenciarios estatales,22,66.85510265
2021,Querétaro,Centros de internamiento para adolescentes estatales,22,33.70786517
2020,Querétaro,Centros de internamiento para adolescentes estatales,22,26.96629213
2019,Querétaro,Centros de internamiento para adolescentes estatales,22,29.21348315
2018,Querétaro,Centros de internamiento para adolescentes estatales,22,35.95505618
2017,Querétaro,Centros de internamiento para adolescentes estatales,22,51.80722892
2016,Querétaro,Centros de internamiento para adolescentes estatales,22,
2015,Querétaro,Centros de internamiento para adolescentes estatales,22,23.44827586
2021,Quintana Roo,Total Estatal,23,121.8442623
2020,Quintana Roo,Total Estatal,23,110.8486789
2019,Quintana Roo,Total Estatal,23,106.8269644
2018,Quintana Roo,Total Estatal,23,101.9421861
2017,Quintana Roo,Total Estatal,23,116.9351127
2016,Quintana Roo,Total Estatal,23,125.9517177
2015,Quintana Roo,Total Estatal,23,142.7112349
2021,Quintana Roo,Centros penitenciarios estatales,23,127.28448280000002
2020,Quintana Roo,Centros penitenciarios estatales,23,115.8536585
2019,Quintana Roo,Centros penitenciarios estatales,23,106.9264069
2018,Quintana Roo,Centros penitenciarios estatales,23,101.76951
2017,Quintana Roo,Centros penitenciarios estatales,23,116.989843
2016,Quintana Roo,Centros penitenciarios estatales,23,131.0495627
2015,Quintana Roo,Centros penitenciarios estatales,23,148.2507289
2021,Quintana Roo,Centros de internamiento para adolescentes estatales,23,16.66666667
2020,Quintana Roo,Centros de internamiento para adolescentes estatales,23,11.66666667
2019,Quintana Roo,Centros de internamiento para adolescentes estatales,23,94.73684211
2018,Quintana Roo,Centros de internamiento para adolescentes estatales,23,140.0
2017,Quintana Roo,Centros de internamiento para adolescentes estatales,23,100.0
2016,Quintana Roo,Centros de internamiento para adolescentes estatales,23,16.66666667
2015,Quintana Roo,Centros de internamiento para adolescentes estatales,23,23.95833333
2021,San Luis Potosí,Total Estatal,24,71.28547579
2020,San Luis Potosí,Total Estatal,24,73.98441848
2019,San Luis Potosí,Total Estatal,24,68.3639399
2018,San Luis Potosí,Total Estatal,24,65.94323873
2017,San Luis Potosí,Total Estatal,24,65.96568899
2016,San Luis Potosí,Total Estatal,24,86.3712096
2015,San Luis Potosí,Total Estatal,24,100.3665445
2021,San Luis Potosí,Centros penitenciarios estatales,24,73.22970639
2020,San Luis Potosí,Centros penitenciarios estatales,24,75.99309154
2019,San Luis Potosí,Centros penitenciarios estatales,24,70.20725389
2018,San Luis Potosí,Centros penitenciarios estatales,24,67.96200345
2017,San Luis Potosí,Centros penitenciarios estatales,24,68.22107081
2016,San Luis Potosí,Centros penitenciarios estatales,24,90.0384481
2015,San Luis Potosí,Centros penitenciarios estatales,24,103.7399511
2021,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,15.0
2020,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,15.83333333
2019,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,15.0
2018,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,7.5
2017,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,10.0
2016,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,11.42857143
2015,San Luis Potosí,Centros de internamiento para adolescentes estatales,24,31.42857143
2021,Sinaloa,Total Estatal,25,64.11119239
2020,Sinaloa,Total Estatal,25,65.11357018
2019,Sinaloa,Total Estatal,25,65.49151551
2018,Sinaloa,Total Estatal,25,65.62967395
2017,Sinaloa,Total Estatal,25,69.41159077
2016,Sinaloa,Total Estatal,25,80.99419556
2015,Sinaloa,Total Estatal,25,105.47013599999998
2021,Sinaloa,Centros penitenciarios estatales,25,66.13756614
2020,Sinaloa,Centros penitenciarios estatales,25,67.13297232
2019,Sinaloa,Centros penitenciarios estatales,25,67.4879081
2018,Sinaloa,Centros penitenciarios estatales,25,67.63068358
2017,Sinaloa,Centros penitenciarios estatales,25,71.56173594
2016,Sinaloa,Centros penitenciarios estatales,25,83.6282505
2015,Sinaloa,Centros penitenciarios estatales,25,108.1601467
2021,Sinaloa,Centros de internamiento para adolescentes estatales,25,3.181818182
2020,Sinaloa,Centros de internamiento para adolescentes estatales,25,4.090909091
2019,Sinaloa,Centros de internamiento para adolescentes estatales,25,5.454545454999999
2018,Sinaloa,Centros de internamiento para adolescentes estatales,25,6.818181818
2017,Sinaloa,Centros de internamiento para adolescentes estatales,25,5.454545454999999
2016,Sinaloa,Centros de internamiento para adolescentes estatales,25,3.181818182
2015,Sinaloa,Centros de internamiento para adolescentes estatales,25,25.45454545
2021,Sonora,Total Estatal,26,119.96701609999998
2020,Sonora,Total Estatal,26,104.1495239
2019,Sonora,Total Estatal,26,95.0934027
2018,Sonora,Total Estatal,26,87.67722117
2017,Sonora,Total Estatal,26,108.84038200000002
2016,Sonora,Total Estatal,26,96.72015101
2015,Sonora,Total Estatal,26,130.9933931
2021,Sonora,Centros penitenciarios estatales,26,124.3490235
2020,Sonora,Centros penitenciarios estatales,26,107.8868302
2019,Sonora,Centros penitenciarios estatales,26,98.22864322
2018,Sonora,Centros penitenciarios estatales,26,90.82914573
2017,Sonora,Centros penitenciarios estatales,26,113.8441254
2016,Sonora,Centros penitenciarios estatales,26,101.46534149999998
2015,Sonora,Centros penitenciarios estatales,26,136.1875637
2021,Sonora,Centros de internamiento para adolescentes estatales,26,50.0998004
2020,Sonora,Centros de internamiento para adolescentes estatales,26,46.62813101999999
2019,Sonora,Centros de internamiento para adolescentes estatales,26,44.97991968
2018,Sonora,Centros de internamiento para adolescentes estatales,26,37.8968254
2017,Sonora,Centros de internamiento para adolescentes estatales,26,41.07142857
2016,Sonora,Centros de internamiento para adolescentes estatales,26,37.42038217
2015,Sonora,Centros de internamiento para adolescentes estatales,26,66.08280255
2021,Tabasco,Total Estatal,27,117.3163617
2020,Tabasco,Total Estatal,27,111.1376293
2019,Tabasco,Total Estatal,27,103.95120660000002
2018,Tabasco,Total Estatal,27,102.012179
2017,Tabasco,Total Estatal,27,114.7679325
2016,Tabasco,Total Estatal,27,111.83465459999998
2015,Tabasco,Total Estatal,27,115.1312266
2021,Tabasco,Centros penitenciarios estatales,27,120.3176342
2020,Tabasco,Centros penitenciarios estatales,27,113.7185104
2019,Tabasco,Centros penitenciarios estatales,27,105.80503830000002
2018,Tabasco,Centros penitenciarios estatales,27,104.0185894
2017,Tabasco,Centros penitenciarios estatales,27,117.0571696
2016,Tabasco,Centros penitenciarios estatales,27,114.1434846
2015,Tabasco,Centros penitenciarios estatales,27,117.3210805
2021,Tabasco,Centros de internamiento para adolescentes estatales,27,25.21008403
2020,Tabasco,Centros de internamiento para adolescentes estatales,27,31.93277311
2019,Tabasco,Centros de internamiento para adolescentes estatales,27,47.058823530000005
2018,Tabasco,Centros de internamiento para adolescentes estatales,27,40.33613445
2017,Tabasco,Centros de internamiento para adolescentes estatales,27,52.13675214
2016,Tabasco,Centros de internamiento para adolescentes estatales,27,44.444444440000005
2015,Tabasco,Centros de internamiento para adolescentes estatales,27,60.13986014
2021,Tamaulipas,Total Estatal,28,57.41498518
2020,Tamaulipas,Total Estatal,28,56.130943980000005
2019,Tamaulipas,Total Estatal,28,86.6894198
2018,Tamaulipas,Total Estatal,28,63.88544679
2017,Tamaulipas,Total Estatal,28,69.84717059
2016,Tamaulipas,Total Estatal,28,89.61808262
2015,Tamaulipas,Total Estatal,28,95.13707122
2021,Tamaulipas,Centros penitenciarios estatales,28,59.39607153
2020,Tamaulipas,Centros penitenciarios estatales,28,57.78364116
2019,Tamaulipas,Centros penitenciarios estatales,28,91.52952565
2018,Tamaulipas,Centros penitenciarios estatales,28,65.9
2017,Tamaulipas,Centros penitenciarios estatales,28,72.12857143
2016,Tamaulipas,Centros penitenciarios estatales,28,91.92716726
2015,Tamaulipas,Centros penitenciarios estatales,28,95.20567376
2021,Tamaulipas,Centros de internamiento para adolescentes estatales,28,6.41509434
2020,Tamaulipas,Centros de internamiento para adolescentes estatales,28,13.58490566
2019,Tamaulipas,Centros de internamiento para adolescentes estatales,28,10.64638783
2018,Tamaulipas,Centros de internamiento para adolescentes estatales,28,10.2661597
2017,Tamaulipas,Centros de internamiento para adolescentes estatales,28,9.125475285
2016,Tamaulipas,Centros de internamiento para adolescentes estatales,28,21.05263158
2015,Tamaulipas,Centros de internamiento para adolescentes estatales,28,92.82296651
2021,Tlaxcala,Total Estatal,29,85.46562228
2020,Tlaxcala,Total Estatal,29,77.54569191
2019,Tlaxcala,Total Estatal,29,64.66492602
2018,Tlaxcala,Total Estatal,29,53.44673232
2017,Tlaxcala,Total Estatal,29,54.91949911
2016,Tlaxcala,Total Estatal,29,63.41681574
2015,Tlaxcala,Total Estatal,29,80.23255814
2021,Tlaxcala,Centros penitenciarios estatales,29,92.44570349
2020,Tlaxcala,Centros penitenciarios estatales,29,84.04154863
2019,Tlaxcala,Centros penitenciarios estatales,29,69.59395656
2018,Tlaxcala,Centros penitenciarios estatales,29,57.54625122000001
2017,Tlaxcala,Centros penitenciarios estatales,29,59.14396887
2016,Tlaxcala,Centros penitenciarios estatales,29,68.19066148
2015,Tlaxcala,Centros penitenciarios estatales,29,85.79766537
2021,Tlaxcala,Centros de internamiento para adolescentes estatales,29,3.333333333
2020,Tlaxcala,Centros de internamiento para adolescentes estatales,29,1.111111111
2019,Tlaxcala,Centros de internamiento para adolescentes estatales,29,6.666666667
2018,Tlaxcala,Centros de internamiento para adolescentes estatales,29,6.666666667
2017,Tlaxcala,Centros de internamiento para adolescentes estatales,29,6.666666667
2016,Tlaxcala,Centros de internamiento para adolescentes estatales,29,8.888888889
2015,Tlaxcala,Centros de internamiento para adolescentes estatales,29,16.66666667
2021,Veracruz de Ignacio de la Llave,Total Estatal,30,94.76010922
2020,Veracruz de Ignacio de la Llave,Total Estatal,30,86.44226901
2019,Veracruz de Ignacio de la Llave,Total Estatal,30,82.8693495
2018,Veracruz de Ignacio de la Llave,Total Estatal,30,91.01433297
2017,Veracruz de Ignacio de la Llave,Total Estatal,30,96.02272727
2016,Veracruz de Ignacio de la Llave,Total Estatal,30,97.3814774
2015,Veracruz de Ignacio de la Llave,Total Estatal,30,91.73304369
2021,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,97.46342773
2020,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,89.06747956
2019,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,85.24800456
2018,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,93.58608894
2017,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,98.75286697
2016,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,100.1140251
2015,Veracruz de Ignacio de la Llave,Centros penitenciarios estatales,30,93.89758886
2021,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,10.83333333
2020,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,7.5
2019,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,13.33333333
2018,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,15.83333333
2017,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,16.66666667
2016,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,17.5
2015,Veracruz de Ignacio de la Llave,Centros de internamiento para adolescentes estatales,30,19.16666667
2021,Yucatán,Total Estatal,31,43.73825924
2020,Yucatán,Total Estatal,31,42.76768942
2019,Yucatán,Total Estatal,31,43.83218535
2018,Yucatán,Total Estatal,31,41.90923318
2017,Yucatán,Total Estatal,31,42.94209702999999
2016,Yucatán,Total Estatal,31,44.2144873
2015,Yucatán,Total Estatal,31,51.81932246
2021,Yucatán,Centros penitenciarios estatales,31,46.65988471
2020,Yucatán,Centros penitenciarios estatales,31,45.57477111
2019,Yucatán,Centros penitenciarios estatales,31,46.32078671
2018,Yucatán,Centros penitenciarios estatales,31,44.25228891
2017,Yucatán,Centros penitenciarios estatales,31,45.81213971
2016,Yucatán,Centros penitenciarios estatales,31,47.12878016
2015,Yucatán,Centros penitenciarios estatales,31,55.28372409
2021,Yucatán,Centros de internamiento para adolescentes estatales,31,8.571428571
2020,Yucatán,Centros de internamiento para adolescentes estatales,31,8.979591837
2019,Yucatán,Centros de internamiento para adolescentes estatales,31,13.87755102
2018,Yucatán,Centros de internamiento para adolescentes estatales,31,13.82113821
2017,Yucatán,Centros de internamiento para adolescentes estatales,31,8.536585366
2016,Yucatán,Centros de internamiento para adolescentes estatales,31,9.349593496
2015,Yucatán,Centros de internamiento para adolescentes estatales,31,10.20408163
2021,Zacatecas,Total Estatal,32,92.39744072
2020,Zacatecas,Total Estatal,32,89.91399531
2019,Zacatecas,Total Estatal,32,82.63056093
2018,Zacatecas,Total Estatal,32,76.68853724
2017,Zacatecas,Total Estatal,32,69.55017301
2016,Zacatecas,Total Estatal,32,60.32295271
2015,Zacatecas,Total Estatal,32,63.42307692
2021,Zacatecas,Centros penitenciarios estatales,32,92.72076372
2020,Zacatecas,Centros penitenciarios estatales,32,91.21425611
2019,Zacatecas,Centros penitenciarios estatales,32,84.0098401
2018,Zacatecas,Centros penitenciarios estatales,32,78.62720921
2017,Zacatecas,Centros penitenciarios estatales,32,70.65083913
2016,Zacatecas,Centros penitenciarios estatales,32,62.09578387
2015,Zacatecas,Centros penitenciarios estatales,32,65.27436527
2021,Zacatecas,Centros de internamiento para adolescentes estatales,32,86.71328670999999
2020,Zacatecas,Centros de internamiento para adolescentes estatales,32,68.27586207
2019,Zacatecas,Centros de internamiento para adolescentes estatales,32,59.5890411
2018,Zacatecas,Centros de internamiento para adolescentes estatales,32,46.83544304
2017,Zacatecas,Centros de internamiento para adolescentes estatales,32,52.53164557
2016,Zacatecas,Centros de internamiento para adolescentes estatales,32,32.91139241
2015,Zacatecas,Centros de internamiento para adolescentes estatales,32,34.81012658
