Year,Entidad federativa,Sexo (t-h-m-na),Intoxicaciones_grupo de edad,GeoCode,Value
2019,Jalisco,Total,De 5 a 9 años,14,0.0
2018,Jalisco,Total,De 5 a 9 años,14,0.134715514512229
2017,Jalisco,Total,De 5 a 9 años,14,0.0
2016,Jalisco,Total,De 5 a 9 años,14,0.134249631820385
2015,Jalisco,Total,De 5 a 9 años,14,0.268163016297607
2014,Jalisco,Total,De 5 a 9 años,14,0.669977247572672
2013,Jalisco,Total,De 5 a 9 años,14,0.0
2012,Jalisco,Total,De 5 a 9 años,14,0.0
2011,Jalisco,Total,De 5 a 9 años,14,0.134388732848638
2010,Jalisco,Total,De 5 a 9 años,14,0.0
2009,Jalisco,Total,De 5 a 9 años,14,0.0
2008,Jalisco,Total,De 5 a 9 años,14,0.13538706484905
2007,Jalisco,Total,De 5 a 9 años,14,0.0
2006,Jalisco,Total,De 5 a 9 años,14,0.271182763623544
2005,Jalisco,Total,De 5 a 9 años,14,0.0
2004,Jalisco,Total,De 5 a 9 años,14,0.270526539329825
2003,Jalisco,Total,De 5 a 9 años,14,0.0
2002,Jalisco,Total,De 5 a 9 años,14,0.4044832928175899
2001,Jalisco,Total,De 5 a 9 años,14,0.134821402088653
2000,Jalisco,Total,De 5 a 9 años,14,0.0
1999,Jalisco,Total,De 5 a 9 años,14,0.270129364952876
1998,Jalisco,Total,De 5 a 9 años,14,0.67395345138302
2021,Jalisco,Total,De 10 a 14 años,14,0.269737356735746
2020,Jalisco,Total,De 10 a 14 años,14,0.134623928056973
2019,Jalisco,Total,De 10 a 14 años,14,0.1343739250086
2018,Jalisco,Total,De 10 a 14 años,14,0.134197745746267
2017,Jalisco,Total,De 10 a 14 años,14,0.0
2016,Jalisco,Total,De 10 a 14 años,14,0.0
2015,Jalisco,Total,De 10 a 14 años,14,0.134485967734127
2014,Jalisco,Total,De 10 a 14 años,14,0.0
2013,Jalisco,Total,De 10 a 14 años,14,0.0
2012,Jalisco,Total,De 10 a 14 años,14,0.272245892490097
2011,Jalisco,Total,De 10 a 14 años,14,0.409681036001404
2010,Jalisco,Total,De 10 a 14 años,14,0.136790297737762
2009,Jalisco,Total,De 10 a 14 años,14,0.0
2008,Jalisco,Total,De 10 a 14 años,14,0.409958156937449
2007,Jalisco,Total,De 10 a 14 años,14,0.0
2006,Jalisco,Total,De 10 a 14 años,14,0.273293487142908
2005,Jalisco,Total,De 10 a 14 años,14,0.136812006621701
2004,Jalisco,Total,De 10 a 14 años,14,0.411320640892401
2003,Jalisco,Total,De 10 a 14 años,14,0.0
2002,Jalisco,Total,De 10 a 14 años,14,0.138134330110659
2001,Jalisco,Total,De 10 a 14 años,14,0.554965904282256
2000,Jalisco,Total,De 10 a 14 años,14,0.696338097214369
1999,Jalisco,Total,De 10 a 14 años,14,0.139430537797527
1998,Jalisco,Total,De 10 a 14 años,14,0.139314572304263
2021,Jalisco,Total,De 15 a 19 años,14,0.134990476421888
2020,Jalisco,Total,De 15 a 19 años,14,0.135163994474496
2019,Jalisco,Total,De 15 a 19 años,14,0.135439874853556
2018,Jalisco,Total,De 15 a 19 años,14,0.135726462316905
2017,Jalisco,Total,De 15 a 19 años,14,0.0
2016,Jalisco,Total,De 15 a 19 años,14,0.0
2015,Jalisco,Total,De 15 a 19 años,14,0.272132539432005
2014,Jalisco,Total,De 15 a 19 años,14,0.13608089737187
2013,Jalisco,Total,De 15 a 19 años,14,0.136110903163898
2012,Jalisco,Total,De 15 a 19 años,14,0.408842444387206
2011,Jalisco,Total,De 15 a 19 años,14,0.273452294196385
2010,Jalisco,Total,De 15 a 19 años,14,0.412546359897193
2009,Jalisco,Total,De 15 a 19 años,14,0.138627806519943
2008,Jalisco,Total,De 15 a 19 años,14,0.420189253239659
2007,Jalisco,Total,De 15 a 19 años,14,0.141577685091587
2006,Jalisco,Total,De 15 a 19 años,14,0.142967636416144
2005,Jalisco,Total,De 15 a 19 años,14,0.0
2004,Jalisco,Total,De 15 a 19 años,14,0.144757812941059
2003,Jalisco,Total,De 15 a 19 años,14,0.436709192437361
2002,Jalisco,Total,De 15 a 19 años,14,0.439990437541157
2001,Jalisco,Total,De 15 a 19 años,14,0.14784369964074
2000,Jalisco,Total,De 15 a 19 años,14,0.446176932950018
1999,Jalisco,Total,De 15 a 19 años,14,0.596655151222248
1998,Jalisco,Total,De 15 a 19 años,14,0.448415747165265
2021,Jalisco,Total,De 20 a 24 años,14,0.275873864951467
2020,Jalisco,Total,De 20 a 24 años,14,0.689440257243949
2019,Jalisco,Total,De 20 a 24 años,14,0.826136764187522
2018,Jalisco,Total,De 20 a 24 años,14,0.137438530617181
2017,Jalisco,Total,De 20 a 24 años,14,0.137275897097988
2016,Jalisco,Total,De 20 a 24 años,14,0.137341130647124
2015,Jalisco,Total,De 20 a 24 años,14,0.137878545546799
2014,Jalisco,Total,De 20 a 24 años,14,0.833756001306218
2013,Jalisco,Total,De 20 a 24 años,14,0.140504298026477
2012,Jalisco,Total,De 20 a 24 años,14,0.284832931244179
2011,Jalisco,Total,De 20 a 24 años,14,0.144683252190143
2010,Jalisco,Total,De 20 a 24 años,14,0.294320641736727
2009,Jalisco,Total,De 20 a 24 años,14,0.299505665898435
2008,Jalisco,Total,De 20 a 24 años,14,0.762656668746177
2007,Jalisco,Total,De 20 a 24 años,14,0.465639672500097
2006,Jalisco,Total,De 20 a 24 años,14,0.315206838727573
2005,Jalisco,Total,De 20 a 24 años,14,0.319273588730919
2004,Jalisco,Total,De 20 a 24 años,14,0.322667036658202
2003,Jalisco,Total,De 20 a 24 años,14,1.14097383746991
2002,Jalisco,Total,De 20 a 24 años,14,0.493869434091478
2001,Jalisco,Total,De 20 a 24 años,14,0.497759253759327
2000,Jalisco,Total,De 20 a 24 años,14,0.665903097781211
1999,Jalisco,Total,De 20 a 24 años,14,1.16594378152212
1998,Jalisco,Total,De 20 a 24 años,14,0.667768484666366
2021,Jalisco,Total,De 25 a 29 años,14,0.0
2020,Jalisco,Total,De 25 a 29 años,14,0.280691905547174
2019,Jalisco,Total,De 25 a 29 años,14,0.0
2018,Jalisco,Total,De 25 a 29 años,14,0.0
2017,Jalisco,Total,De 25 a 29 años,14,0.28849330046433
2016,Jalisco,Total,De 25 a 29 años,14,0.292521683169765
2015,Jalisco,Total,De 25 a 29 años,14,0.148599229364397
2014,Jalisco,Total,De 25 a 29 años,14,0.453471551462219
2013,Jalisco,Total,De 25 a 29 años,14,0.153915771133405
2012,Jalisco,Total,De 25 a 29 años,14,0.156826090843081
2011,Jalisco,Total,De 25 a 29 años,14,0.799352843937548
2010,Jalisco,Total,De 25 a 29 años,14,0.162929604635021
2009,Jalisco,Total,De 25 a 29 años,14,0.0
2008,Jalisco,Total,De 25 a 29 años,14,0.84632441307402
2007,Jalisco,Total,De 25 a 29 años,14,0.6883674505451008
2006,Jalisco,Total,De 25 a 29 años,14,0.523139324208621
2005,Jalisco,Total,De 25 a 29 años,14,0.527948725619768
2004,Jalisco,Total,De 25 a 29 años,14,0.885494885381542
2003,Jalisco,Total,De 25 a 29 años,14,0.534631656609651
2002,Jalisco,Total,De 25 a 29 años,14,1.07738690579868
2001,Jalisco,Total,De 25 a 29 años,14,0.725185511518665
2000,Jalisco,Total,De 25 a 29 años,14,1.10065690873169
1999,Jalisco,Total,De 25 a 29 años,14,0.372087485209523
1998,Jalisco,Total,De 25 a 29 años,14,0.378671695426782
2021,Jalisco,Total,De 30 a 34 años,14,0.447265863774745
2020,Jalisco,Total,De 30 a 34 años,14,0.454044629560122
2019,Jalisco,Total,De 30 a 34 años,14,0.153775890093296
2018,Jalisco,Total,De 30 a 34 años,14,0.0
2017,Jalisco,Total,De 30 a 34 años,14,0.477649962186045
2016,Jalisco,Total,De 30 a 34 años,14,0.162177064919479
2015,Jalisco,Total,De 30 a 34 años,14,0.330477457306443
2014,Jalisco,Total,De 30 a 34 años,14,0.168285290687597
2013,Jalisco,Total,De 30 a 34 años,14,0.171218510775637
2012,Jalisco,Total,De 30 a 34 años,14,0.1738809888959599
2011,Jalisco,Total,De 30 a 34 años,14,0.881223420098591
2010,Jalisco,Total,De 30 a 34 años,14,0.178161021931622
2009,Jalisco,Total,De 30 a 34 años,14,0.719704057691477
2008,Jalisco,Total,De 30 a 34 años,14,0.363851366716696
2007,Jalisco,Total,De 30 a 34 años,14,0.368171567950665
2006,Jalisco,Total,De 30 a 34 años,14,0.373175405501725
2005,Jalisco,Total,De 30 a 34 años,14,0.378977367471615
2004,Jalisco,Total,De 30 a 34 años,14,0.192865146760733
2003,Jalisco,Total,De 30 a 34 años,14,0.0
2002,Jalisco,Total,De 30 a 34 años,14,0.805305351656714
2001,Jalisco,Total,De 30 a 34 años,14,1.23753697141702
2000,Jalisco,Total,De 30 a 34 años,14,1.05704222672287
1999,Jalisco,Total,De 30 a 34 años,14,0.2165073893971999
1998,Jalisco,Total,De 30 a 34 años,14,0.664943723596193
2021,Jalisco,Total,De 35 a 39 años,14,0.495242371616669
2020,Jalisco,Total,De 35 a 39 años,14,0.504397505586202
2019,Jalisco,Total,De 35 a 39 años,14,0.684668894122802
2018,Jalisco,Total,De 35 a 39 años,14,0.52219957423328
2017,Jalisco,Total,De 35 a 39 años,14,0.17671559921609
2016,Jalisco,Total,De 35 a 39 años,14,0.358066156303039
2015,Jalisco,Total,De 35 a 39 años,14,0.9044666179460648
2014,Jalisco,Total,De 35 a 39 años,14,0.547275480234234
2013,Jalisco,Total,De 35 a 39 años,14,0.367990020110655
2012,Jalisco,Total,De 35 a 39 años,14,0.185760354282148
2011,Jalisco,Total,De 35 a 39 años,14,0.3760147698601599
2010,Jalisco,Total,De 35 a 39 años,14,0.190856084969129
2009,Jalisco,Total,De 35 a 39 años,14,0.583439649002707
2008,Jalisco,Total,De 35 a 39 años,14,0.99484273526041
2007,Jalisco,Total,De 35 a 39 años,14,0.204064141440938
2006,Jalisco,Total,De 35 a 39 años,14,0.628850398586344
2005,Jalisco,Total,De 35 a 39 años,14,0.215333465404525
2004,Jalisco,Total,De 35 a 39 años,14,0.663357251047552
2003,Jalisco,Total,De 35 a 39 años,14,0.681045813951905
2002,Jalisco,Total,De 35 a 39 años,14,1.63118832069162
2001,Jalisco,Total,De 35 a 39 años,14,1.19609212780005
2000,Jalisco,Total,De 35 a 39 años,14,1.2284257723727
1999,Jalisco,Total,De 35 a 39 años,14,0.756244690532069
1998,Jalisco,Total,De 35 a 39 años,14,0.0
2021,Jalisco,Total,De 40 a 44 años,14,0.3642098285664341
2020,Jalisco,Total,De 40 a 44 años,14,0.552073403679753
2019,Jalisco,Total,De 40 a 44 años,14,0.1856520657505359
2018,Jalisco,Total,De 40 a 44 años,14,0.374464515742488
2017,Jalisco,Total,De 40 a 44 años,14,0.0
2016,Jalisco,Total,De 40 a 44 años,14,0.0
2015,Jalisco,Total,De 40 a 44 años,14,0.387957790192427
2014,Jalisco,Total,De 40 a 44 años,14,0.59202775426112
2013,Jalisco,Total,De 40 a 44 años,14,0.0
2012,Jalisco,Total,De 40 a 44 años,14,0.0
2011,Jalisco,Total,De 40 a 44 años,14,0.42280080163032
2010,Jalisco,Total,De 40 a 44 años,14,0.0
2009,Jalisco,Total,De 40 a 44 años,14,0.445589113366782
2008,Jalisco,Total,De 40 a 44 años,14,0.457839820160519
2007,Jalisco,Total,De 40 a 44 años,14,0.235242641022082
2006,Jalisco,Total,De 40 a 44 años,14,0.7253525213253639
2005,Jalisco,Total,De 40 a 44 años,14,0.0
2004,Jalisco,Total,De 40 a 44 años,14,0.255625028757816
2003,Jalisco,Total,De 40 a 44 años,14,0.789820789662826
2002,Jalisco,Total,De 40 a 44 años,14,0.814925081220866
2001,Jalisco,Total,De 40 a 44 años,14,1.40446676610291
2000,Jalisco,Total,De 40 a 44 años,14,0.0
1999,Jalisco,Total,De 40 a 44 años,14,0.602849064679676
1998,Jalisco,Total,De 40 a 44 años,14,0.311834428391901
2021,Jalisco,Total,De 45 a 49 años,14,0.7804923736138939
2020,Jalisco,Total,De 45 a 49 años,14,0.594170003921522
2019,Jalisco,Total,De 45 a 49 años,14,0.20173125765318
2018,Jalisco,Total,De 45 a 49 años,14,0.20609250668255
2017,Jalisco,Total,De 45 a 49 años,14,0.211092042463275
2016,Jalisco,Total,De 45 a 49 años,14,0.43325303710379
2015,Jalisco,Total,De 45 a 49 años,14,0.444372357373137
2014,Jalisco,Total,De 45 a 49 años,14,0.2276581939875469
2013,Jalisco,Total,De 45 a 49 años,14,0.0
2012,Jalisco,Total,De 45 a 49 años,14,0.0
2011,Jalisco,Total,De 45 a 49 años,14,0.0
2010,Jalisco,Total,De 45 a 49 años,14,0.0
2009,Jalisco,Total,De 45 a 49 años,14,0.518026010085966
2008,Jalisco,Total,De 45 a 49 años,14,0.26653517597985
2007,Jalisco,Total,De 45 a 49 años,14,0.274876305662452
2006,Jalisco,Total,De 45 a 49 años,14,0.284141764008899
2005,Jalisco,Total,De 45 a 49 años,14,2.06107252325331
2004,Jalisco,Total,De 45 a 49 años,14,0.0
2003,Jalisco,Total,De 45 a 49 años,14,0.318029742141485
2002,Jalisco,Total,De 45 a 49 años,14,0.66228235746028
2001,Jalisco,Total,De 45 a 49 años,14,0.345141784244968
2000,Jalisco,Total,De 45 a 49 años,14,0.360083971582173
1999,Jalisco,Total,De 45 a 49 años,14,2.24790663694435
1998,Jalisco,Total,De 45 a 49 años,14,0.388326893579015
2021,Jalisco,Total,De 50 a 54 años,14,0.44564074225922
2020,Jalisco,Total,De 50 a 54 años,14,1.37332454405625
2019,Jalisco,Total,De 50 a 54 años,14,0.7056233476653281
2018,Jalisco,Total,De 50 a 54 años,14,0.0
2017,Jalisco,Total,De 50 a 54 años,14,0.2483879621258039
2016,Jalisco,Total,De 50 a 54 años,14,0.510490581448772
2015,Jalisco,Total,De 50 a 54 años,14,1.04687651306371
2014,Jalisco,Total,De 50 a 54 años,14,0.535961689458437
2013,Jalisco,Total,De 50 a 54 años,14,0.274975320964943
2012,Jalisco,Total,De 50 a 54 años,14,0.282756651143326
2011,Jalisco,Total,De 50 a 54 años,14,0.0
2010,Jalisco,Total,De 50 a 54 años,14,0.0
2009,Jalisco,Total,De 50 a 54 años,14,0.0
2008,Jalisco,Total,De 50 a 54 años,14,0.324519386788167
2007,Jalisco,Total,De 50 a 54 años,14,0.337426314528565
2006,Jalisco,Total,De 50 a 54 años,14,0.7025209965962859
2005,Jalisco,Total,De 50 a 54 años,14,1.46600696353308
2004,Jalisco,Total,De 50 a 54 años,14,0.0
2003,Jalisco,Total,De 50 a 54 años,14,0.798097335951093
2002,Jalisco,Total,De 50 a 54 años,14,0.830958177874908
2001,Jalisco,Total,De 50 a 54 años,14,0.431907606324855
2000,Jalisco,Total,De 50 a 54 años,14,0.0
1999,Jalisco,Total,De 50 a 54 años,14,0.0
1998,Jalisco,Total,De 50 a 54 años,14,0.0
2021,Jalisco,Total,De 55 a 59 años,14,0.265842201386101
2020,Jalisco,Total,De 55 a 59 años,14,1.91288712053102
2019,Jalisco,Total,De 55 a 59 años,14,0.0
2018,Jalisco,Total,De 55 a 59 años,14,0.289473303324601
2017,Jalisco,Total,De 55 a 59 años,14,0.0
2016,Jalisco,Total,De 55 a 59 años,14,0.0
2015,Jalisco,Total,De 55 a 59 años,14,0.636778410664765
2014,Jalisco,Total,De 55 a 59 años,14,0.0
2013,Jalisco,Total,De 55 a 59 años,14,0.679564806697791
2012,Jalisco,Total,De 55 a 59 años,14,0.0
2011,Jalisco,Total,De 55 a 59 años,14,0.0
2010,Jalisco,Total,De 55 a 59 años,14,0.759079540149615
2009,Jalisco,Total,De 55 a 59 años,14,0.0
2008,Jalisco,Total,De 55 a 59 años,14,0.823356991124212
2007,Jalisco,Total,De 55 a 59 años,14,0.0
2006,Jalisco,Total,De 55 a 59 años,14,0.0
2005,Jalisco,Total,De 55 a 59 años,14,0.461795646190648
2004,Jalisco,Total,De 55 a 59 años,14,0.0
2003,Jalisco,Total,De 55 a 59 años,14,0.997202846016923
2002,Jalisco,Total,De 55 a 59 años,14,0.0
2001,Jalisco,Total,De 55 a 59 años,14,0.536264914867945
2000,Jalisco,Total,De 55 a 59 años,14,1.11018595614765
1999,Jalisco,Total,De 55 a 59 años,14,1.14686132726261
1998,Jalisco,Total,De 55 a 59 años,14,0.591226203145323
2021,Jalisco,Total,De 60 a 64 años,14,0.0
2020,Jalisco,Total,De 60 a 64 años,14,0.67725899738578
2019,Jalisco,Total,De 60 a 64 años,14,0.0
2018,Jalisco,Total,De 60 a 64 años,14,0.0
2017,Jalisco,Total,De 60 a 64 años,14,0.378204813034451
2016,Jalisco,Total,De 60 a 64 años,14,0.786321157150215
2015,Jalisco,Total,De 60 a 64 años,14,0.40849172600009
2014,Jalisco,Total,De 60 a 64 años,14,0.0
2013,Jalisco,Total,De 60 a 64 años,14,0.0
2012,Jalisco,Total,De 60 a 64 años,14,0.454638448773613
2011,Jalisco,Total,De 60 a 64 años,14,0.470035252643948
2010,Jalisco,Total,De 60 a 64 años,14,0.485696245568022
2009,Jalisco,Total,De 60 a 64 años,14,0.0
2008,Jalisco,Total,De 60 a 64 años,14,0.0
2007,Jalisco,Total,De 60 a 64 años,14,0.542740841248304
2006,Jalisco,Total,De 60 a 64 años,14,0.0
2005,Jalisco,Total,De 60 a 64 años,14,1.74948535972335
2004,Jalisco,Total,De 60 a 64 años,14,0.0
2003,Jalisco,Total,De 60 a 64 años,14,0.626036873571853
2002,Jalisco,Total,De 60 a 64 años,14,0.0
2001,Jalisco,Total,De 60 a 64 años,14,0.670956314034393
2000,Jalisco,Total,De 60 a 64 años,14,1.38931340131707
1999,Jalisco,Total,De 60 a 64 años,14,0.0
1998,Jalisco,Total,De 60 a 64 años,14,0.0
2021,Jalisco,Total,De 65 a 69 años,14,0.858763466484609
2020,Jalisco,Total,De 65 a 69 años,14,1.34066827844786
2019,Jalisco,Total,De 65 a 69 años,14,0.464893562618838
2018,Jalisco,Total,De 65 a 69 años,14,0.482996121541144
2017,Jalisco,Total,De 65 a 69 años,14,0.501363709289267
2016,Jalisco,Total,De 65 a 69 años,14,0.0
2015,Jalisco,Total,De 65 a 69 años,14,0.53765175220706
2014,Jalisco,Total,De 65 a 69 años,14,0.555503091374703
2013,Jalisco,Total,De 65 a 69 años,14,0.574319861703777
2012,Jalisco,Total,De 65 a 69 años,14,0.0
2011,Jalisco,Total,De 65 a 69 años,14,0.612216161282226
2010,Jalisco,Total,De 65 a 69 años,14,1.26281759862605
2009,Jalisco,Total,De 65 a 69 años,14,1.30556824858019
2008,Jalisco,Total,De 65 a 69 años,14,0.0
2007,Jalisco,Total,De 65 a 69 años,14,0.700761026474752
2006,Jalisco,Total,De 65 a 69 años,14,0.72626388071842
2005,Jalisco,Total,De 65 a 69 años,14,0.0
2004,Jalisco,Total,De 65 a 69 años,14,0.0
2003,Jalisco,Total,De 65 a 69 años,14,0.800813626644671
2002,Jalisco,Total,De 65 a 69 años,14,0.824959989440512
2001,Jalisco,Total,De 65 a 69 años,14,1.69874462772012
2000,Jalisco,Total,De 65 a 69 años,14,0.0
1999,Jalisco,Total,De 65 a 69 años,14,0.895808511972481
1998,Jalisco,Total,De 65 a 69 años,14,0.914277355178467
2021,Jalisco,Total,De 70 a 74 años,14,0.0
2020,Jalisco,Total,De 70 a 74 años,14,2.46037262343382
2019,Jalisco,Total,De 70 a 74 años,14,0.636833156081438
2018,Jalisco,Total,De 70 a 74 años,14,1.31940916857431
2017,Jalisco,Total,De 70 a 74 años,14,0.683167437507259
2016,Jalisco,Total,De 70 a 74 años,14,0.707003577438102
2015,Jalisco,Total,De 70 a 74 años,14,0.0
2014,Jalisco,Total,De 70 a 74 años,14,0.0
2013,Jalisco,Total,De 70 a 74 años,14,3.10826877200071
2012,Jalisco,Total,De 70 a 74 años,14,1.60339920631739
2011,Jalisco,Total,De 70 a 74 años,14,0.0
2010,Jalisco,Total,De 70 a 74 años,14,0.0
2009,Jalisco,Total,De 70 a 74 años,14,0.0
2008,Jalisco,Total,De 70 a 74 años,14,0.0
2007,Jalisco,Total,De 70 a 74 años,14,0.9356987798487908
2006,Jalisco,Total,De 70 a 74 años,14,0.96395762442283
2005,Jalisco,Total,De 70 a 74 años,14,0.990108812958544
2004,Jalisco,Total,De 70 a 74 años,14,3.04444895473919
2003,Jalisco,Total,De 70 a 74 años,14,2.08389772229979
2002,Jalisco,Total,De 70 a 74 años,14,1.07158165452207
2001,Jalisco,Total,De 70 a 74 años,14,1.10488691482427
2000,Jalisco,Total,De 70 a 74 años,14,0.0
1999,Jalisco,Total,De 70 a 74 años,14,0.0
1998,Jalisco,Total,De 70 a 74 años,14,2.39652982481367
2021,Jalisco,Total,De 75 a 79 años,14,0.0
2020,Jalisco,Total,De 75 a 79 años,14,0.0
2019,Jalisco,Total,De 75 a 79 años,14,1.85229777539037
2018,Jalisco,Total,De 75 a 79 años,14,0.95800122624157
2017,Jalisco,Total,De 75 a 79 años,14,0.0
2016,Jalisco,Total,De 75 a 79 años,14,2.04855065041483
2015,Jalisco,Total,De 75 a 79 años,14,0.0
2014,Jalisco,Total,De 75 a 79 años,14,0.0
2013,Jalisco,Total,De 75 a 79 años,14,0.0
2012,Jalisco,Total,De 75 a 79 años,14,3.43084558907619
2011,Jalisco,Total,De 75 a 79 años,14,1.17308933075254
2010,Jalisco,Total,De 75 a 79 años,14,0.0
2009,Jalisco,Total,De 75 a 79 años,14,1.23386718653604
2008,Jalisco,Total,De 75 a 79 años,14,2.53106887038396
2007,Jalisco,Total,De 75 a 79 años,14,0.0
2006,Jalisco,Total,De 75 a 79 años,14,1.3420837191824002
2005,Jalisco,Total,De 75 a 79 años,14,1.38308760476889
2004,Jalisco,Total,De 75 a 79 años,14,1.42255604870832
2003,Jalisco,Total,De 75 a 79 años,14,4.38891652280774
2002,Jalisco,Total,De 75 a 79 años,14,3.00978179082017
2001,Jalisco,Total,De 75 a 79 años,14,1.54961879377673
2000,Jalisco,Total,De 75 a 79 años,14,6.38773554774832
1999,Jalisco,Total,De 75 a 79 años,14,0.0
1998,Jalisco,Total,De 75 a 79 años,14,3.3549166303217404
2021,Jalisco,Total,De 80 a 84 años,14,1.387424385371
2020,Jalisco,Total,De 80 a 84 años,14,1.43622445315754
2019,Jalisco,Total,De 80 a 84 años,14,0.0
2018,Jalisco,Total,De 80 a 84 años,14,3.06485227412039
2017,Jalisco,Total,De 80 a 84 años,14,0.0
2016,Jalisco,Total,De 80 a 84 años,14,0.0
2015,Jalisco,Total,De 80 a 84 años,14,0.0
2014,Jalisco,Total,De 80 a 84 años,14,1.68631220384142
2013,Jalisco,Total,De 80 a 84 años,14,0.0
2012,Jalisco,Total,De 80 a 84 años,14,0.0
2011,Jalisco,Total,De 80 a 84 años,14,1.80115273775216
2010,Jalisco,Total,De 80 a 84 años,14,0.0
2009,Jalisco,Total,De 80 a 84 años,14,9.5357973833772
2008,Jalisco,Total,De 80 a 84 años,14,0.0
2007,Jalisco,Total,De 80 a 84 años,14,0.0
2006,Jalisco,Total,De 80 a 84 años,14,0.0
2005,Jalisco,Total,De 80 a 84 años,14,0.0
2004,Jalisco,Total,De 80 a 84 años,14,2.19139657703855
2003,Jalisco,Total,De 80 a 84 años,14,4.51701786480566
2002,Jalisco,Total,De 80 a 84 años,14,4.65896384644055
2001,Jalisco,Total,De 80 a 84 años,14,4.812087964968
2000,Jalisco,Total,De 80 a 84 años,14,4.96931448306706
1999,Jalisco,Total,De 80 a 84 años,14,2.55571457779595
1998,Jalisco,Total,De 80 a 84 años,14,5.22670848033451
2021,Jalisco,Total,De 85 años y más,14,0.0
2020,Jalisco,Total,De 85 años y más,14,3.32607141075319
2019,Jalisco,Total,De 85 años y más,14,5.14112384967354
2018,Jalisco,Total,De 85 años y más,14,0.0
2017,Jalisco,Total,De 85 años y más,14,5.45722445564186
2016,Jalisco,Total,De 85 años y más,14,3.749461014979099
2015,Jalisco,Total,De 85 años y más,14,0.0
2014,Jalisco,Total,De 85 años y más,14,1.93061374210862
2013,Jalisco,Total,De 85 años y más,14,5.86774111526199
2012,Jalisco,Total,De 85 años y más,14,5.956872244946591
2011,Jalisco,Total,De 85 años y más,14,4.03461701397995
2010,Jalisco,Total,De 85 años y más,14,6.17805144257501
2009,Jalisco,Total,De 85 años y más,14,2.10934863314209
2008,Jalisco,Total,De 85 años y más,14,4.31974772673276
2007,Jalisco,Total,De 85 años y más,14,6.64996785848868
2006,Jalisco,Total,De 85 años y más,14,0.0
2005,Jalisco,Total,De 85 años y más,14,2.3476933912431
2004,Jalisco,Total,De 85 años y más,14,4.85060147458285
2003,Jalisco,Total,De 85 años y más,14,2.50312891113892
2002,Jalisco,Total,De 85 años y más,14,0.0
2001,Jalisco,Total,De 85 años y más,14,7.99424414421616
2000,Jalisco,Total,De 85 años y más,14,2.75337977367218
1999,Jalisco,Total,De 85 años y más,14,5.68731160780299
1998,Jalisco,Total,De 85 años y más,14,0.0
2021,Jalisco,Total,Edad no especificada,14,
2020,Jalisco,Total,Edad no especificada,14,
2019,Jalisco,Total,Edad no especificada,14,
2018,Jalisco,Total,Edad no especificada,14,
2017,Jalisco,Total,Edad no especificada,14,
2016,Jalisco,Total,Edad no especificada,14,
2015,Jalisco,Total,Edad no especificada,14,
2014,Jalisco,Total,Edad no especificada,14,
2013,Jalisco,Total,Edad no especificada,14,
2012,Jalisco,Total,Edad no especificada,14,
2011,Jalisco,Total,Edad no especificada,14,
2010,Jalisco,Total,Edad no especificada,14,
2009,Jalisco,Total,Edad no especificada,14,
2008,Jalisco,Total,Edad no especificada,14,
2007,Jalisco,Total,Edad no especificada,14,
2006,Jalisco,Total,Edad no especificada,14,
2005,Jalisco,Total,Edad no especificada,14,
2004,Jalisco,Total,Edad no especificada,14,
2003,Jalisco,Total,Edad no especificada,14,
2002,Jalisco,Total,Edad no especificada,14,
2001,Jalisco,Total,Edad no especificada,14,
2000,Jalisco,Total,Edad no especificada,14,
1999,Jalisco,Total,Edad no especificada,14,
1998,Jalisco,Total,Edad no especificada,14,
2021,Jalisco,Hombres,Total,14,0.477817558744085
2020,Jalisco,Hombres,Total,14,0.868264498449424
2019,Jalisco,Hombres,Total,14,0.511541845584517
2018,Jalisco,Hombres,Total,14,0.319981569061622
2017,Jalisco,Hombres,Total,14,0.398145141322862
2016,Jalisco,Hombres,Total,14,0.402752004446382
2015,Jalisco,Hombres,Total,14,0.484062373729782
2014,Jalisco,Hombres,Total,14,0.593375963526469
2013,Jalisco,Hombres,Total,14,0.313738531876227
2012,Jalisco,Hombres,Total,14,0.397629492020371
2011,Jalisco,Hombres,Total,14,0.484132685707247
2010,Jalisco,Hombres,Total,14,0.464124918402744
2009,Jalisco,Hombres,Total,14,0.499315937166082
2008,Jalisco,Hombres,Total,14,0.592645104920761
2007,Jalisco,Hombres,Total,14,0.430572730623366
2006,Jalisco,Hombres,Total,14,0.525211310017064
2005,Jalisco,Hombres,Total,14,0.681361359997275
2004,Jalisco,Hombres,Total,14,0.570935935278702
2003,Jalisco,Hombres,Total,14,0.853521921033981
2002,Jalisco,Hombres,Total,14,0.9589305511561608
2001,Jalisco,Hombres,Total,14,1.13028123908965
2000,Jalisco,Hombres,Total,14,1.0828287563648
1999,Jalisco,Hombres,Total,14,1.03161779592279
1998,Jalisco,Hombres,Total,14,0.8149390718952289
2021,Jalisco,Hombres,De 0 a 4 años,14,0.551448793843626
2020,Jalisco,Hombres,De 0 a 4 años,14,0.818116368872308
2019,Jalisco,Hombres,De 0 a 4 años,14,1.07989902944075
2018,Jalisco,Hombres,De 0 a 4 años,14,0.267701063576326
2017,Jalisco,Hombres,De 0 a 4 años,14,1.06388071769393
2016,Jalisco,Hombres,De 0 a 4 años,14,0.794459965838222
