Year,Entidad federativa,Sexo,GeoCode,Value
2017,México,Total,15,39.6704389402421
2016,México,Total,15,35.27332046581922
2022,México,Hombres,15,40.26168801999999
2021,México,Hombres,15,46.29157474000013
2020,México,Hombres,15,43.81524557713114
2019,México,Hombres,15,40.556299663181214
2018,México,Hombres,15,36.77542505579872
2017,México,Hombres,15,37.93427088276895
2016,México,Hombres,15,35.70851275256703
2022,México,Mujeres,15,45.1019774099999
2021,México,Mujeres,15,43.10683023999993
2020,México,Mujeres,15,46.9913945061754
2019,México,Mujeres,15,46.46501802941541
2018,México,Mujeres,15,41.36857040428488
2017,México,Mujeres,15,41.516040651238725
2016,México,Mujeres,15,34.77948690859067
2022,Michoacán de Ocampo,Total,16,53.40346750000005
2021,Michoacán de Ocampo,Total,16,57.28980762999988
2020,Michoacán de Ocampo,Total,16,53.040025101014855
2019,Michoacán de Ocampo,Total,16,53.80576006354541
2018,Michoacán de Ocampo,Total,16,50.110117423682816
2017,Michoacán de Ocampo,Total,16,54.01740081433736
2016,Michoacán de Ocampo,Total,16,56.56521915639334
2022,Michoacán de Ocampo,Hombres,16,54.542976579999966
2021,Michoacán de Ocampo,Hombres,16,57.98976112000012
2020,Michoacán de Ocampo,Hombres,16,52.66534548576236
2019,Michoacán de Ocampo,Hombres,16,53.42206577934213
2018,Michoacán de Ocampo,Hombres,16,49.13581412920297
2017,Michoacán de Ocampo,Hombres,16,53.51198494270472
2016,Michoacán de Ocampo,Hombres,16,54.7754039836737
2022,Michoacán de Ocampo,Mujeres,16,52.229614740000144
2021,Michoacán de Ocampo,Mujeres,16,56.50329942999998
2020,Michoacán de Ocampo,Mujeres,16,53.45335663948187
2019,Michoacán de Ocampo,Mujeres,16,54.24011628170231
2018,Michoacán de Ocampo,Mujeres,16,51.26312981850058
2017,Michoacán de Ocampo,Mujeres,16,54.506607368907616
2016,Michoacán de Ocampo,Mujeres,16,58.40582461646141
2022,Morelos,Total,17,53.65392255000005
2021,Morelos,Total,17,57.93885554000006
2020,Morelos,Total,17,55.21677297017771
2019,Morelos,Total,17,52.28059724314999
2018,Morelos,Total,17,49.54037233508618
2017,Morelos,Total,17,52.29405844639943
2016,Morelos,Total,17,44.75929784829268
2022,Morelos,Hombres,17,52.15517787000015
2021,Morelos,Hombres,17,59.06179798999989
2020,Morelos,Hombres,17,56.37340429537946
2019,Morelos,Hombres,17,51.26375859960966
2018,Morelos,Hombres,17,45.58369664684537
2017,Morelos,Hombres,17,51.10442443431469
2016,Morelos,Hombres,17,41.90917682013876
2022,Morelos,Mujeres,17,55.206238740000096
2021,Morelos,Mujeres,17,56.81216260000013
2020,Morelos,Mujeres,17,54.34719010994196
2019,Morelos,Mujeres,17,53.35296909004619
2018,Morelos,Mujeres,17,54.47107233758401
2017,Morelos,Mujeres,17,53.47413517868153
2016,Morelos,Mujeres,17,48.20525118019911
2022,Nayarit,Total,18,61.12810119999995
2021,Nayarit,Total,18,59.09052756999992
2020,Nayarit,Total,18,63.7300311487843
2019,Nayarit,Total,18,60.346126107425285
2018,Nayarit,Total,18,59.21641551145151
2017,Nayarit,Total,18,64.68074688476895
2016,Nayarit,Total,18,66.0067950723505
2022,Nayarit,Hombres,18,62.11459209999994
2021,Nayarit,Hombres,18,59.10943735
2020,Nayarit,Hombres,18,62.4182491163947
2019,Nayarit,Hombres,18,56.71276397874592
2018,Nayarit,Hombres,18,53.59946550860212
2017,Nayarit,Hombres,18,64.2990730569147
2016,Nayarit,Hombres,18,64.4184863979208
2022,Nayarit,Mujeres,18,60.2067547999998
2021,Nayarit,Mujeres,18,59.071146999999904
2020,Nayarit,Mujeres,18,65.11851691836365
2019,Nayarit,Mujeres,18,64.4334735794427
2018,Nayarit,Mujeres,18,65.25688596018523
2017,Nayarit,Mujeres,18,65.06146845072357
2016,Nayarit,Mujeres,18,67.72160263513712
2022,Nuevo León,Total,19,76.25734281000021
2021,Nuevo León,Total,19,68.2888858400001
2020,Nuevo León,Total,19,70.17537528868348
2019,Nuevo León,Total,19,69.35430656742555
2018,Nuevo León,Total,19,67.93262724085896
2017,Nuevo León,Total,19,69.2358195411107
2016,Nuevo León,Total,19,69.0176623321868
2022,Nuevo León,Hombres,19,74.9077037999998
2021,Nuevo León,Hombres,19,72.45836201000014
2020,Nuevo León,Hombres,19,70.18291038991694
2019,Nuevo León,Hombres,19,68.7813974412736
2018,Nuevo León,Hombres,19,63.138532397204415
2017,Nuevo León,Hombres,19,70.67061141526145
2016,Nuevo León,Hombres,19,67.57334801762117
2022,Nuevo León,Mujeres,19,78.05342881999985
2021,Nuevo León,Mujeres,19,63.39352954999983
2020,Nuevo León,Mujeres,19,70.16669255562901
2019,Nuevo León,Mujeres,19,70.07311604668129
2018,Nuevo León,Mujeres,19,73.2327398062191
2017,Nuevo León,Mujeres,19,67.67144507099687
2016,Nuevo León,Mujeres,19,70.65756994480464
2022,Oaxaca,Total,20,62.33396653
2021,Oaxaca,Total,20,66.59982626999978
2020,Oaxaca,Total,20,60.12986054294125
2019,Oaxaca,Total,20,58.9063825796993
2018,Oaxaca,Total,20,58.26337111029715
2017,Oaxaca,Total,20,64.31273998529463
2016,Oaxaca,Total,20,55.81324028791004
2022,Oaxaca,Hombres,20,60.34760134000019
2021,Oaxaca,Hombres,20,67.71060518000009
2020,Oaxaca,Hombres,20,57.659525020884765
2019,Oaxaca,Hombres,20,58.04276235147979
2018,Oaxaca,Hombres,20,56.90108779236036
2017,Oaxaca,Hombres,20,64.60881297154079
2016,Oaxaca,Hombres,20,53.448968457152446
2022,Oaxaca,Mujeres,20,64.33698645000003
2021,Oaxaca,Mujeres,20,65.17937588000018
2020,Oaxaca,Mujeres,20,62.5003767079941
2019,Oaxaca,Mujeres,20,60.00446778776956
2018,Oaxaca,Mujeres,20,60.02112615211378
2017,Oaxaca,Mujeres,20,63.98659367348749
2016,Oaxaca,Mujeres,20,58.25551988604099
2022,Puebla,Total,21,54.79806015000009
2021,Puebla,Total,21,63.146852500000016
2020,Puebla,Total,21,50.48596318619911
2019,Puebla,Total,21,53.88904376916638
2018,Puebla,Total,21,56.28553306053864
2017,Puebla,Total,21,54.60372463384304
2016,Puebla,Total,21,46.28403745479599
2022,Puebla,Hombres,21,52.17990910000004
2021,Puebla,Hombres,21,61.6263482100001
2020,Puebla,Hombres,21,50.2379089059322
2019,Puebla,Hombres,21,55.62386934808252
2018,Puebla,Hombres,21,56.320999363435526
2017,Puebla,Hombres,21,55.43654078617873
2016,Puebla,Hombres,21,44.24462527984085
2022,Puebla,Mujeres,21,57.482422140000125
2021,Puebla,Mujeres,21,64.47774788999982
2020,Puebla,Mujeres,21,50.69533128418312
2019,Puebla,Mujeres,21,51.90453284753704
2018,Puebla,Mujeres,21,56.248416509435565
2017,Puebla,Mujeres,21,53.70739353859874
2016,Puebla,Mujeres,21,48.56290164262494
2022,Querétaro,Total,22,55.45318809000011
2021,Querétaro,Total,22,62.84667971
2020,Querétaro,Total,22,59.11065911521812
2019,Querétaro,Total,22,59.65650815599288
2018,Querétaro,Total,22,58.36106585900047
2017,Querétaro,Total,22,58.57734478223303
2016,Querétaro,Total,22,59.13650126868268
2022,Querétaro,Hombres,22,56.314637280000106
2021,Querétaro,Hombres,22,64.0668199900001
2020,Querétaro,Hombres,22,61.81720948449875
2019,Querétaro,Hombres,22,58.39274325442168
2018,Querétaro,Hombres,22,56.13625297508589
2017,Querétaro,Hombres,22,57.70652654800228
2016,Querétaro,Hombres,22,61.39008391539756
2022,Querétaro,Mujeres,22,54.66023374999991
2021,Querétaro,Mujeres,22,61.64965639999993
2020,Querétaro,Mujeres,22,56.75269536914922
2019,Querétaro,Mujeres,22,60.98045831017959
2018,Querétaro,Mujeres,22,60.22016604924561
2017,Querétaro,Mujeres,22,59.43643277371213
2016,Querétaro,Mujeres,22,56.61587664024703
2022,Quintana Roo,Total,23,48.17639325999996
2021,Quintana Roo,Total,23,53.83108654999985
2020,Quintana Roo,Total,23,49.87353704601143
2019,Quintana Roo,Total,23,48.803022081034285
2018,Quintana Roo,Total,23,53.27090684484601
2017,Quintana Roo,Total,23,49.261368556714174
2016,Quintana Roo,Total,23,51.15336200799744
2022,Quintana Roo,Hombres,23,44.87418401000007
2021,Quintana Roo,Hombres,23,54.411349230000056
2020,Quintana Roo,Hombres,23,50.748194357616974
2019,Quintana Roo,Hombres,23,50.40429946657417
2018,Quintana Roo,Hombres,23,54.501176864691566
2017,Quintana Roo,Hombres,23,46.99817863156815
2016,Quintana Roo,Hombres,23,54.430299316949245
2022,Quintana Roo,Mujeres,23,52.20513899999993
2021,Quintana Roo,Mujeres,23,53.14539320000012
2020,Quintana Roo,Mujeres,23,49.00206743002551
2019,Quintana Roo,Mujeres,23,47.04693168999985
2018,Quintana Roo,Mujeres,23,51.958548638113896
2017,Quintana Roo,Mujeres,23,51.701468836839936
2016,Quintana Roo,Mujeres,23,48.00464006768206
2022,San Luis Potosí,Total,24,60.8527438199999
2021,San Luis Potosí,Total,24,53.30417149000004
2020,San Luis Potosí,Total,24,58.90666898401019
2019,San Luis Potosí,Total,24,55.15222260542647
2018,San Luis Potosí,Total,24,48.76475320522605
2017,San Luis Potosí,Total,24,55.87001770307968
2016,San Luis Potosí,Total,24,54.5061749770976
2022,San Luis Potosí,Hombres,24,59.54526000999996
2021,San Luis Potosí,Hombres,24,53.59217006000011
2020,San Luis Potosí,Hombres,24,61.22856199369084
2019,San Luis Potosí,Hombres,24,54.5051162483723
2018,San Luis Potosí,Hombres,24,49.3438053387553
2017,San Luis Potosí,Hombres,24,55.91233331688175
2016,San Luis Potosí,Hombres,24,56.67048889184731
2022,San Luis Potosí,Mujeres,24,62.35780144999991
2021,San Luis Potosí,Mujeres,24,53.04967054999998
2020,San Luis Potosí,Mujeres,24,57.06947448006733
2019,San Luis Potosí,Mujeres,24,55.7933254533109
2018,San Luis Potosí,Mujeres,24,48.14356174407392
2017,San Luis Potosí,Mujeres,24,55.821170635253104
2016,San Luis Potosí,Mujeres,24,52.15907711388088
2022,Sinaloa,Total,25,73.94681937000013
2021,Sinaloa,Total,25,73.12948552000007
2020,Sinaloa,Total,25,70.12162117379359
2019,Sinaloa,Total,25,64.25008413737216
2018,Sinaloa,Total,25,65.65458034397312
2017,Sinaloa,Total,25,67.24245624124956
2016,Sinaloa,Total,25,62.68546168496782
2022,Sinaloa,Hombres,25,74.10317189000006
2021,Sinaloa,Hombres,25,72.30929248000011
2020,Sinaloa,Hombres,25,69.07837309834575
2019,Sinaloa,Hombres,25,62.51146271232368
2018,Sinaloa,Hombres,25,63.9905697164193
2017,Sinaloa,Hombres,25,67.7409026512005
2016,Sinaloa,Hombres,25,63.11510016916231
2022,Sinaloa,Mujeres,25,73.78276790999999
2021,Sinaloa,Mujeres,25,74.18042658000009
2020,Sinaloa,Mujeres,25,71.30520383862678
2019,Sinaloa,Mujeres,25,66.24356080737539
2018,Sinaloa,Mujeres,25,67.54996809189542
2017,Sinaloa,Mujeres,25,66.59984837734095
2016,Sinaloa,Mujeres,25,62.20947342008999
2022,Sonora,Total,26,61.83457128000008
2021,Sonora,Total,26,62.24026466000012
2020,Sonora,Total,26,60.486425147773794
2019,Sonora,Total,26,59.36527259427747
2018,Sonora,Total,26,58.373612958078205
2017,Sonora,Total,26,59.892424710075765
2016,Sonora,Total,26,58.93241668148313
2022,Sonora,Hombres,26,59.99516301000014
2021,Sonora,Hombres,26,56.90204763000013
2020,Sonora,Hombres,26,59.876645611348735
2019,Sonora,Hombres,26,59.11077890829368
2018,Sonora,Hombres,26,55.0474024170025
2017,Sonora,Hombres,26,60.069271949033656
2016,Sonora,Hombres,26,57.988738144144
2022,Sonora,Mujeres,26,63.76510953999988
2021,Sonora,Mujeres,26,68.48513544999989
2020,Sonora,Mujeres,26,61.29086562742012
2019,Sonora,Mujeres,26,59.62866946410462
2018,Sonora,Mujeres,26,61.72933582083007
