Year,Entidad federativa,Municipio,"Edades de 15 a 24 años","Sexo",GeoCode,Value
2017,"Nayarit","Tepic","20-24 años","Mujeres",180170001,8.700410397
2022,"Nuevo León",,"15-24 años","Total",19,6.726221455
2021,"Nuevo León",,"15-24 años","Total",19,7.607075641
2020,"Nuevo León",,"15-24 años","Total",19,8.98225774
2019,"Nuevo León",,"15-24 años","Total",19,6.410351446
2018,"Nuevo León",,"15-24 años","Total",19,6.443441512
2017,"Nuevo León",,"15-24 años","Total",19,7.76565795
2022,"Nuevo León",,"15-24 años","Hombres",19,5.88586866
2021,"Nuevo León",,"15-24 años","Hombres",19,6.654730809
2020,"Nuevo León",,"15-24 años","Hombres",19,8.402231944
2019,"Nuevo León",,"15-24 años","Hombres",19,5.937772058
2018,"Nuevo León",,"15-24 años","Hombres",19,6.407632552
2017,"Nuevo León",,"15-24 años","Hombres",19,6.839167296
2022,"Nuevo León",,"15-24 años","Mujeres",19,7.615880421
2021,"Nuevo León",,"15-24 años","Mujeres",19,8.658811875
2020,"Nuevo León",,"15-24 años","Mujeres",19,9.6327481
2019,"Nuevo León",,"15-24 años","Mujeres",19,6.941748813
2018,"Nuevo León",,"15-24 años","Mujeres",19,6.481990319
2017,"Nuevo León",,"15-24 años","Mujeres",19,8.730307864
2022,"Nuevo León",,"15-19 años","Total",19,4.991393478
2021,"Nuevo León",,"15-19 años","Total",19,5.689122775
2020,"Nuevo León",,"15-19 años","Total",19,7.791443138
2019,"Nuevo León",,"15-19 años","Total",19,4.745546365
2018,"Nuevo León",,"15-19 años","Total",19,5.512129893
2017,"Nuevo León",,"15-19 años","Total",19,6.738751426
2022,"Nuevo León",,"15-19 años","Hombres",19,4.555880421
2021,"Nuevo León",,"15-19 años","Hombres",19,4.844113109
2020,"Nuevo León",,"15-19 años","Hombres",19,7.86358491
2019,"Nuevo León",,"15-19 años","Hombres",19,5.042952478
2018,"Nuevo León",,"15-19 años","Hombres",19,6.12926324
2017,"Nuevo León",,"15-19 años","Hombres",19,6.62356135
2022,"Nuevo León",,"15-19 años","Mujeres",19,5.437908188
2021,"Nuevo León",,"15-19 años","Mujeres",19,6.582490457
2020,"Nuevo León",,"15-19 años","Mujeres",19,7.712711197
2019,"Nuevo León",,"15-19 años","Mujeres",19,4.40542612
2018,"Nuevo León",,"15-19 años","Mujeres",19,4.833979238
2017,"Nuevo León",,"15-19 años","Mujeres",19,6.856500723
2022,"Nuevo León",,"20-24 años","Total",19,8.387597881
2021,"Nuevo León",,"20-24 años","Total",19,9.562708457
2020,"Nuevo León",,"20-24 años","Total",19,10.20982111
2019,"Nuevo León",,"20-24 años","Total",19,8.221794124
2018,"Nuevo León",,"20-24 años","Total",19,7.478891574
2017,"Nuevo León",,"20-24 años","Total",19,8.812036965
2022,"Nuevo León",,"20-24 años","Hombres",19,7.121516611
2021,"Nuevo León",,"20-24 años","Hombres",19,8.425338544
2020,"Nuevo León",,"20-24 años","Hombres",19,8.94332205
2019,"Nuevo León",,"20-24 años","Hombres",19,6.927658014
2018,"Nuevo León",,"20-24 años","Hombres",19,6.722278651
2017,"Nuevo León",,"20-24 años","Hombres",19,7.05490178
2022,"Nuevo León",,"20-24 años","Mujeres",19,9.769597819
2021,"Nuevo León",,"20-24 años","Mujeres",19,10.87603528
2020,"Nuevo León",,"20-24 años","Mujeres",19,11.67068848
2019,"Nuevo León",,"20-24 años","Mujeres",19,9.650601402
2018,"Nuevo León",,"20-24 años","Mujeres",19,8.285044944
2017,"Nuevo León",,"20-24 años","Mujeres",19,10.67615658
2022,"Nuevo León","Monterrey","15-24 años","Total",190390001,6.57646235
2021,"Nuevo León","Monterrey","15-24 años","Total",190390001,8.196617428
2020,"Nuevo León","Monterrey","15-24 años","Total",190390001,9.725935918
2019,"Nuevo León","Monterrey","15-24 años","Total",190390001,5.736519786
2018,"Nuevo León","Monterrey","15-24 años","Total",190390001,6.019331775
2017,"Nuevo León","Monterrey","15-24 años","Total",190390001,7.326938251
2022,"Nuevo León","Monterrey","15-24 años","Hombres",190390001,5.852190535
2021,"Nuevo León","Monterrey","15-24 años","Hombres",190390001,7.247898895
2020,"Nuevo León","Monterrey","15-24 años","Hombres",190390001,9.490917085
2019,"Nuevo León","Monterrey","15-24 años","Hombres",190390001,5.126542424
2018,"Nuevo León","Monterrey","15-24 años","Hombres",190390001,5.738312355
2017,"Nuevo León","Monterrey","15-24 años","Hombres",190390001,6.715375038
2022,"Nuevo León","Monterrey","15-24 años","Mujeres",190390001,7.340707386
2021,"Nuevo León","Monterrey","15-24 años","Mujeres",190390001,9.241491823
2020,"Nuevo León","Monterrey","15-24 años","Mujeres",190390001,9.983331282
2019,"Nuevo León","Monterrey","15-24 años","Mujeres",190390001,6.417381005
2018,"Nuevo León","Monterrey","15-24 años","Mujeres",190390001,6.314719408
2017,"Nuevo León","Monterrey","15-24 años","Mujeres",190390001,7.96358229
2022,"Nuevo León","Monterrey","15-19 años","Total",190390001,4.818176195
2021,"Nuevo León","Monterrey","15-19 años","Total",190390001,6.2981706
2020,"Nuevo León","Monterrey","15-19 años","Total",190390001,8.45117116
2019,"Nuevo León","Monterrey","15-19 años","Total",190390001,4.258247181
2018,"Nuevo León","Monterrey","15-19 años","Total",190390001,5.153380745
2017,"Nuevo León","Monterrey","15-19 años","Total",190390001,6.253205138
2022,"Nuevo León","Monterrey","15-19 años","Hombres",190390001,4.464630306
2021,"Nuevo León","Monterrey","15-19 años","Hombres",190390001,5.455726915
2020,"Nuevo León","Monterrey","15-19 años","Hombres",190390001,9.208137715
2019,"Nuevo León","Monterrey","15-19 años","Hombres",190390001,4.505400871
2018,"Nuevo León","Monterrey","15-19 años","Hombres",190390001,5.67967729
2017,"Nuevo León","Monterrey","15-19 años","Hombres",190390001,6.367017258
2022,"Nuevo León","Monterrey","15-19 años","Mujeres",190390001,5.175503559
2021,"Nuevo León","Monterrey","15-19 años","Mujeres",190390001,7.197779444
2020,"Nuevo León","Monterrey","15-19 años","Mujeres",190390001,7.655308203
2019,"Nuevo León","Monterrey","15-19 años","Mujeres",190390001,3.976336362
2018,"Nuevo León","Monterrey","15-19 años","Mujeres",190390001,4.58119616
2017,"Nuevo León","Monterrey","15-19 años","Mujeres",190390001,6.137421006
2022,"Nuevo León","Monterrey","20-24 años","Total",190390001,8.146506058
2021,"Nuevo León","Monterrey","20-24 años","Total",190390001,10.00487175
2020,"Nuevo León","Monterrey","20-24 años","Total",190390001,10.99842807
2019,"Nuevo León","Monterrey","20-24 años","Total",190390001,7.22209157
2018,"Nuevo León","Monterrey","20-24 años","Total",190390001,6.876002684
2017,"Nuevo León","Monterrey","20-24 años","Total",190390001,8.36421387
2022,"Nuevo León","Monterrey","20-24 años","Hombres",190390001,7.042916045
2021,"Nuevo León","Monterrey","20-24 años","Hombres",190390001,8.906205298
2020,"Nuevo León","Monterrey","20-24 años","Hombres",190390001,9.762675837
2019,"Nuevo León","Monterrey","20-24 años","Hombres",190390001,5.76355268
2018,"Nuevo León","Monterrey","20-24 años","Hombres",190390001,5.798888503
2017,"Nuevo León","Monterrey","20-24 años","Hombres",190390001,7.044496179
2022,"Nuevo León","Monterrey","20-24 años","Mujeres",190390001,9.356725146
2021,"Nuevo León","Monterrey","20-24 años","Mujeres",190390001,11.25167837
2020,"Nuevo León","Monterrey","20-24 años","Mujeres",190390001,12.40526412
2019,"Nuevo León","Monterrey","20-24 años","Mujeres",190390001,8.814550025
2018,"Nuevo León","Monterrey","20-24 años","Mujeres",190390001,7.969898289
2017,"Nuevo León","Monterrey","20-24 años","Mujeres",190390001,9.768868889
2022,"Oaxaca",,"15-24 años","Total",20,7.892869388
2021,"Oaxaca",,"15-24 años","Total",20,9.123486668
2020,"Oaxaca",,"15-24 años","Total",20,8.381573944
2019,"Oaxaca",,"15-24 años","Total",20,7.600926604
2018,"Oaxaca",,"15-24 años","Total",20,7.291023921
2017,"Oaxaca",,"15-24 años","Total",20,7.466807033
2022,"Oaxaca",,"15-24 años","Hombres",20,4.331648294
2021,"Oaxaca",,"15-24 años","Hombres",20,6.974987038
2020,"Oaxaca",,"15-24 años","Hombres",20,5.529068227
2019,"Oaxaca",,"15-24 años","Hombres",20,3.174036395
2018,"Oaxaca",,"15-24 años","Hombres",20,2.754984294
2017,"Oaxaca",,"15-24 años","Hombres",20,3.681812858
2022,"Oaxaca",,"15-24 años","Mujeres",20,11.04765857
2021,"Oaxaca",,"15-24 años","Mujeres",20,11.1357157
2020,"Oaxaca",,"15-24 años","Mujeres",20,10.93905211
2019,"Oaxaca",,"15-24 años","Mujeres",20,11.51381951
2018,"Oaxaca",,"15-24 años","Mujeres",20,11.60318974
2017,"Oaxaca",,"15-24 años","Mujeres",20,11.1965884
2022,"Oaxaca",,"15-19 años","Total",20,5.764152161
2021,"Oaxaca",,"15-19 años","Total",20,6.060114086
2020,"Oaxaca",,"15-19 años","Total",20,4.87673053
2019,"Oaxaca",,"15-19 años","Total",20,5.243639197
2018,"Oaxaca",,"15-19 años","Total",20,5.870376102
2017,"Oaxaca",,"15-19 años","Total",20,5.601655086
2022,"Oaxaca",,"15-19 años","Hombres",20,4.125591541
2021,"Oaxaca",,"15-19 años","Hombres",20,5.152075043
2020,"Oaxaca",,"15-19 años","Hombres",20,3.660286101
2019,"Oaxaca",,"15-19 años","Hombres",20,2.591175121
2018,"Oaxaca",,"15-19 años","Hombres",20,2.367725436
2017,"Oaxaca",,"15-19 años","Hombres",20,3.332427983
2022,"Oaxaca",,"15-19 años","Mujeres",20,7.353697656
2021,"Oaxaca",,"15-19 años","Mujeres",20,6.980506887
2020,"Oaxaca",,"15-19 años","Mujeres",20,6.002960007
2019,"Oaxaca",,"15-19 años","Mujeres",20,7.726063551
2018,"Oaxaca",,"15-19 años","Mujeres",20,9.447950392
2017,"Oaxaca",,"15-19 años","Mujeres",20,7.936399307
2022,"Oaxaca",,"20-24 años","Total",20,10.42687634
2021,"Oaxaca",,"20-24 años","Total",20,12.95313973
2020,"Oaxaca",,"20-24 años","Total",20,12.53675256
2019,"Oaxaca",,"20-24 años","Total",20,10.63801607
2018,"Oaxaca",,"20-24 años","Total",20,9.216737368
2017,"Oaxaca",,"20-24 años","Total",20,9.830838185
2022,"Oaxaca",,"20-24 años","Hombres",20,4.604329032
2021,"Oaxaca",,"20-24 años","Hombres",20,9.475112647
2020,"Oaxaca",,"20-24 años","Hombres",20,7.828361058
2019,"Oaxaca",,"20-24 años","Hombres",20,3.97943405
2018,"Oaxaca",,"20-24 años","Hombres",20,3.328512856
2017,"Oaxaca",,"20-24 años","Hombres",20,4.147074238
2022,"Oaxaca",,"20-24 años","Mujeres",20,15.05419485
2021,"Oaxaca",,"20-24 años","Mujeres",20,15.90269081
2020,"Oaxaca",,"20-24 años","Mujeres",20,16.60013927
2019,"Oaxaca",,"20-24 años","Mujeres",20,16.10446482
2018,"Oaxaca",,"20-24 años","Mujeres",20,14.2942301
2017,"Oaxaca",,"20-24 años","Mujeres",20,15.1333595
2022,"Oaxaca","Oaxaca","15-24 años","Total",200670001,5.217419224
2021,"Oaxaca","Oaxaca","15-24 años","Total",200670001,6.085717127
2020,"Oaxaca","Oaxaca","15-24 años","Total",200670001,7.072334177
2019,"Oaxaca","Oaxaca","15-24 años","Total",200670001,5.292470141
2018,"Oaxaca","Oaxaca","15-24 años","Total",200670001,4.457302165
2017,"Oaxaca","Oaxaca","15-24 años","Total",200670001,5.753775451
2022,"Oaxaca","Oaxaca","15-24 años","Hombres",200670001,4.234709185
2021,"Oaxaca","Oaxaca","15-24 años","Hombres",200670001,5.27919911
2020,"Oaxaca","Oaxaca","15-24 años","Hombres",200670001,5.385074891
2019,"Oaxaca","Oaxaca","15-24 años","Hombres",200670001,3.66595252
2018,"Oaxaca","Oaxaca","15-24 años","Hombres",200670001,2.074046701
2017,"Oaxaca","Oaxaca","15-24 años","Hombres",200670001,2.653455776
2022,"Oaxaca","Oaxaca","15-24 años","Mujeres",200670001,6.197755211
2021,"Oaxaca","Oaxaca","15-24 años","Mujeres",200670001,6.883684176
2020,"Oaxaca","Oaxaca","15-24 años","Mujeres",200670001,8.725954232
2019,"Oaxaca","Oaxaca","15-24 años","Mujeres",200670001,6.892294593
2018,"Oaxaca","Oaxaca","15-24 años","Mujeres",200670001,6.65052873
2017,"Oaxaca","Oaxaca","15-24 años","Mujeres",200670001,8.537088061
2022,"Oaxaca","Oaxaca","15-19 años","Total",200670001,3.414374373
2021,"Oaxaca","Oaxaca","15-19 años","Total",200670001,3.732576367
2020,"Oaxaca","Oaxaca","15-19 años","Total",200670001,5.320515565
2019,"Oaxaca","Oaxaca","15-19 años","Total",200670001,3.559512977
2018,"Oaxaca","Oaxaca","15-19 años","Total",200670001,3.040472061
2017,"Oaxaca","Oaxaca","15-19 años","Total",200670001,3.58502038
2022,"Oaxaca","Oaxaca","15-19 años","Hombres",200670001,3.963564746
2021,"Oaxaca","Oaxaca","15-19 años","Hombres",200670001,3.669259385
2020,"Oaxaca","Oaxaca","15-19 años","Hombres",200670001,4.881779101
2019,"Oaxaca","Oaxaca","15-19 años","Hombres",200670001,2.887185104
2018,"Oaxaca","Oaxaca","15-19 años","Hombres",200670001,1.890479436
2017,"Oaxaca","Oaxaca","15-19 años","Hombres",200670001,1.921113689
2022,"Oaxaca","Oaxaca","15-19 años","Mujeres",200670001,2.866841158
2021,"Oaxaca","Oaxaca","15-19 años","Mujeres",200670001,3.796017154
2020,"Oaxaca","Oaxaca","15-19 años","Mujeres",200670001,5.791951675
2019,"Oaxaca","Oaxaca","15-19 años","Mujeres",200670001,4.221488878
2018,"Oaxaca","Oaxaca","15-19 años","Mujeres",200670001,4.170387569
2017,"Oaxaca","Oaxaca","15-19 años","Mujeres",200670001,5.153782211
2022,"Oaxaca","Oaxaca","20-24 años","Total",200670001,7.190567983
2021,"Oaxaca","Oaxaca","20-24 años","Total",200670001,8.651270208
2020,"Oaxaca","Oaxaca","20-24 años","Total",200670001,8.906646315
2019,"Oaxaca","Oaxaca","20-24 años","Total",200670001,6.993259765
2018,"Oaxaca","Oaxaca","20-24 años","Total",200670001,5.825179387
2017,"Oaxaca","Oaxaca","20-24 años","Total",200670001,7.990061766
2022,"Oaxaca","Oaxaca","20-24 años","Hombres",200670001,4.531179901
2021,"Oaxaca","Oaxaca","20-24 años","Hombres",200670001,7.06738671
2020,"Oaxaca","Oaxaca","20-24 años","Hombres",200670001,5.964678441
2019,"Oaxaca","Oaxaca","20-24 años","Hombres",200670001,4.430569217
2018,"Oaxaca","Oaxaca","20-24 años","Hombres",200670001,2.263761037
2017,"Oaxaca","Oaxaca","20-24 años","Hombres",200670001,3.454362078
2022,"Oaxaca","Oaxaca","20-24 años","Mujeres",200670001,9.845905752
2021,"Oaxaca","Oaxaca","20-24 años","Mujeres",200670001,10.18813051
2020,"Oaxaca","Oaxaca","20-24 años","Mujeres",200670001,11.53160041
2019,"Oaxaca","Oaxaca","20-24 años","Mujeres",200670001,9.527635641
2018,"Oaxaca","Oaxaca","20-24 años","Mujeres",200670001,8.899506033
2017,"Oaxaca","Oaxaca","20-24 años","Mujeres",200670001,11.86520916
2022,"Puebla",,"15-24 años","Total",21,7.386033503
2021,"Puebla",,"15-24 años","Total",21,9.270893481
2020,"Puebla",,"15-24 años","Total",21,11.05680496
2019,"Puebla",,"15-24 años","Total",21,8.366390874
2018,"Puebla",,"15-24 años","Total",21,7.739304025
2017,"Puebla",,"15-24 años","Total",21,7.80112509
2022,"Puebla",,"15-24 años","Hombres",21,4.276459438
2021,"Puebla",,"15-24 años","Hombres",21,6.239023194
2020,"Puebla",,"15-24 años","Hombres",21,9.580196845
2019,"Puebla",,"15-24 años","Hombres",21,3.570053253
2018,"Puebla",,"15-24 años","Hombres",21,3.788768287
2017,"Puebla",,"15-24 años","Hombres",21,3.198327475
2022,"Puebla",,"15-24 años","Mujeres",21,10.51787185
2021,"Puebla",,"15-24 años","Mujeres",21,12.32756826
2020,"Puebla",,"15-24 años","Mujeres",21,12.74412115
2019,"Puebla",,"15-24 años","Mujeres",21,13.09011519
2018,"Puebla",,"15-24 años","Mujeres",21,11.48538927
2017,"Puebla",,"15-24 años","Mujeres",21,12.1903802
2022,"Puebla",,"15-19 años","Total",21,5.418201725
2021,"Puebla",,"15-19 años","Total",21,6.860877082
2020,"Puebla",,"15-19 años","Total",21,6.882552123
2019,"Puebla",,"15-19 años","Total",21,5.675820595
2018,"Puebla",,"15-19 años","Total",21,5.259833111
2017,"Puebla",,"15-19 años","Total",21,5.31537811
2022,"Puebla",,"15-19 años","Hombres",21,3.628303425
2021,"Puebla",,"15-19 años","Hombres",21,4.866287249
2020,"Puebla",,"15-19 años","Hombres",21,4.696973625
2019,"Puebla",,"15-19 años","Hombres",21,2.906858323
2018,"Puebla",,"15-19 años","Hombres",21,3.461998127
2017,"Puebla",,"15-19 años","Hombres",21,2.709828721
2022,"Puebla",,"15-19 años","Mujeres",21,7.214734258
2021,"Puebla",,"15-19 años","Mujeres",21,8.862573403
2020,"Puebla",,"15-19 años","Mujeres",21,9.438073588
2019,"Puebla",,"15-19 años","Mujeres",21,8.561311537
2018,"Puebla",,"15-19 años","Mujeres",21,7.096563422
2017,"Puebla",,"15-19 años","Mujeres",21,7.792291483
2022,"Puebla",,"20-24 años","Total",21,9.837168246
2021,"Puebla",,"20-24 años","Total",21,12.26316873
2020,"Puebla",,"20-24 años","Total",21,16.10930083
2019,"Puebla",,"20-24 años","Total",21,11.3008054
2018,"Puebla",,"20-24 años","Total",21,10.5137234
2017,"Puebla",,"20-24 años","Total",21,10.59796849
2022,"Puebla",,"20-24 años","Hombres",21,5.080471651
2021,"Puebla",,"20-24 años","Hombres",21,7.934417125
2020,"Puebla",,"20-24 años","Hombres",21,15.6326755
2019,"Puebla",,"20-24 años","Hombres",21,4.337427859
2018,"Puebla",,"20-24 años","Hombres",21,4.185762058
2017,"Puebla",,"20-24 años","Hombres",21,3.746128266
2022,"Puebla",,"20-24 años","Mujeres",21,14.64653952
2021,"Puebla",,"20-24 años","Mujeres",21,16.6527754
2020,"Puebla",,"20-24 años","Mujeres",21,16.63902489
2019,"Puebla",,"20-24 años","Mujeres",21,17.74841368
2018,"Puebla",,"20-24 años","Mujeres",21,16.03305842
2017,"Puebla",,"20-24 años","Mujeres",21,17.15400532
2022,"Puebla","Puebla","15-24 años","Total",211140001,6.907967057
2021,"Puebla","Puebla","15-24 años","Total",211140001,7.760667947
2020,"Puebla","Puebla","15-24 años","Total",211140001,8.992301185
2019,"Puebla","Puebla","15-24 años","Total",211140001,6.782027945
2018,"Puebla","Puebla","15-24 años","Total",211140001,6.5142975
2017,"Puebla","Puebla","15-24 años","Total",211140001,6.495998639
2022,"Puebla","Puebla","15-24 años","Hombres",211140001,4.919864711
2021,"Puebla","Puebla","15-24 años","Hombres",211140001,5.768731097
2020,"Puebla","Puebla","15-24 años","Hombres",211140001,6.850018873
2019,"Puebla","Puebla","15-24 años","Hombres",211140001,4.292256453
2018,"Puebla","Puebla","15-24 años","Hombres",211140001,3.929329199
2017,"Puebla","Puebla","15-24 años","Hombres",211140001,3.847743806
2022,"Puebla","Puebla","15-24 años","Mujeres",211140001,8.967433246
2021,"Puebla","Puebla","15-24 años","Mujeres",211140001,9.731010625
2020,"Puebla","Puebla","15-24 años","Mujeres",211140001,11.22688984
2019,"Puebla","Puebla","15-24 años","Mujeres",211140001,9.180206276
2018,"Puebla","Puebla","15-24 años","Mujeres",211140001,9.02924232
2017,"Puebla","Puebla","15-24 años","Mujeres",211140001,9.092392477
2022,"Puebla","Puebla","15-19 años","Total",211140001,5.154690644
2021,"Puebla","Puebla","15-19 años","Total",211140001,6.023581252
2020,"Puebla","Puebla","15-19 años","Total",211140001,5.207743865
2019,"Puebla","Puebla","15-19 años","Total",211140001,4.150364204
2018,"Puebla","Puebla","15-19 años","Total",211140001,4.321054005
2017,"Puebla","Puebla","15-19 años","Total",211140001,3.642604443
2022,"Puebla","Puebla","15-19 años","Hombres",211140001,4.289587797
2021,"Puebla","Puebla","15-19 años","Hombres",211140001,5.560776134
2020,"Puebla","Puebla","15-19 años","Hombres",211140001,4.448049093
2019,"Puebla","Puebla","15-19 años","Hombres",211140001,3.394233993
2018,"Puebla","Puebla","15-19 años","Hombres",211140001,3.553417018
2017,"Puebla","Puebla","15-19 años","Hombres",211140001,2.977328295
2022,"Puebla","Puebla","15-19 años","Mujeres",211140001,5.991240475
2021,"Puebla","Puebla","15-19 años","Mujeres",211140001,6.463128782
2020,"Puebla","Puebla","15-19 años","Mujeres",211140001,6.068896766
2019,"Puebla","Puebla","15-19 años","Mujeres",211140001,4.896377074
2018,"Puebla","Puebla","15-19 años","Mujeres",211140001,5.115228009
2017,"Puebla","Puebla","15-19 años","Mujeres",211140001,4.305097501
2022,"Puebla","Puebla","20-24 años","Total",211140001,8.705108129
2021,"Puebla","Puebla","20-24 años","Total",211140001,9.595803928
2020,"Puebla","Puebla","20-24 años","Total",211140001,13.02093983
2019,"Puebla","Puebla","20-24 años","Total",211140001,9.317934606
2018,"Puebla","Puebla","20-24 años","Total",211140001,8.633214485
2017,"Puebla","Puebla","20-24 años","Total",211140001,9.122602841
2022,"Puebla","Puebla","20-24 años","Hombres",211140001,5.524126132
2021,"Puebla","Puebla","20-24 años","Hombres",211140001,5.979392228
2020,"Puebla","Puebla","20-24 años","Hombres",211140001,9.630459127
2019,"Puebla","Puebla","20-24 años","Hombres",211140001,5.17868961
2018,"Puebla","Puebla","20-24 años","Hombres",211140001,4.314382308
2017,"Puebla","Puebla","20-24 años","Hombres",211140001,4.661162175
2022,"Puebla","Puebla","20-24 años","Mujeres",211140001,12.24145756
2021,"Puebla","Puebla","20-24 años","Mujeres",211140001,13.32994891
2020,"Puebla","Puebla","20-24 años","Mujeres",211140001,16.25873937
2019,"Puebla","Puebla","20-24 años","Mujeres",211140001,13.21198914
2018,"Puebla","Puebla","20-24 años","Mujeres",211140001,12.59289452
2017,"Puebla","Puebla","20-24 años","Mujeres",211140001,13.43437892
2022,"Puebla","Tehuacán","15-24 años","Total",211560001,
2021,"Puebla","Tehuacán","15-24 años","Total",211560001,
2020,"Puebla","Tehuacán","15-24 años","Total",211560001,
2019,"Puebla","Tehuacán","15-24 años","Total",211560001,
2018,"Puebla","Tehuacán","15-24 años","Total",211560001,
2017,"Puebla","Tehuacán","15-24 años","Total",211560001,
2022,"Puebla","Tehuacán","15-24 años","Hombres",211560001,
2021,"Puebla","Tehuacán","15-24 años","Hombres",211560001,
2020,"Puebla","Tehuacán","15-24 años","Hombres",211560001,
2019,"Puebla","Tehuacán","15-24 años","Hombres",211560001,
2018,"Puebla","Tehuacán","15-24 años","Hombres",211560001,
2017,"Puebla","Tehuacán","15-24 años","Hombres",211560001,
2022,"Puebla","Tehuacán","15-24 años","Mujeres",211560001,
2021,"Puebla","Tehuacán","15-24 años","Mujeres",211560001,
2020,"Puebla","Tehuacán","15-24 años","Mujeres",211560001,
2019,"Puebla","Tehuacán","15-24 años","Mujeres",211560001,
2018,"Puebla","Tehuacán","15-24 años","Mujeres",211560001,
2017,"Puebla","Tehuacán","15-24 años","Mujeres",211560001,
2022,"Puebla","Tehuacán","15-19 años","Total",211560001,
2021,"Puebla","Tehuacán","15-19 años","Total",211560001,
2020,"Puebla","Tehuacán","15-19 años","Total",211560001,
2019,"Puebla","Tehuacán","15-19 años","Total",211560001,
2018,"Puebla","Tehuacán","15-19 años","Total",211560001,
2017,"Puebla","Tehuacán","15-19 años","Total",211560001,
2022,"Puebla","Tehuacán","15-19 años","Hombres",211560001,
2021,"Puebla","Tehuacán","15-19 años","Hombres",211560001,
2020,"Puebla","Tehuacán","15-19 años","Hombres",211560001,
2019,"Puebla","Tehuacán","15-19 años","Hombres",211560001,
2018,"Puebla","Tehuacán","15-19 años","Hombres",211560001,
2017,"Puebla","Tehuacán","15-19 años","Hombres",211560001,
2022,"Puebla","Tehuacán","15-19 años","Mujeres",211560001,
2021,"Puebla","Tehuacán","15-19 años","Mujeres",211560001,
2020,"Puebla","Tehuacán","15-19 años","Mujeres",211560001,
2019,"Puebla","Tehuacán","15-19 años","Mujeres",211560001,
2018,"Puebla","Tehuacán","15-19 años","Mujeres",211560001,
2017,"Puebla","Tehuacán","15-19 años","Mujeres",211560001,
2022,"Puebla","Tehuacán","20-24 años","Total",211560001,
2021,"Puebla","Tehuacán","20-24 años","Total",211560001,
2020,"Puebla","Tehuacán","20-24 años","Total",211560001,
2019,"Puebla","Tehuacán","20-24 años","Total",211560001,
2018,"Puebla","Tehuacán","20-24 años","Total",211560001,
2017,"Puebla","Tehuacán","20-24 años","Total",211560001,
2022,"Puebla","Tehuacán","20-24 años","Hombres",211560001,
2021,"Puebla","Tehuacán","20-24 años","Hombres",211560001,
2020,"Puebla","Tehuacán","20-24 años","Hombres",211560001,
2019,"Puebla","Tehuacán","20-24 años","Hombres",211560001,
2018,"Puebla","Tehuacán","20-24 años","Hombres",211560001,
2017,"Puebla","Tehuacán","20-24 años","Hombres",211560001,
2022,"Puebla","Tehuacán","20-24 años","Mujeres",211560001,
2021,"Puebla","Tehuacán","20-24 años","Mujeres",211560001,
2020,"Puebla","Tehuacán","20-24 años","Mujeres",211560001,
2019,"Puebla","Tehuacán","20-24 años","Mujeres",211560001,
2018,"Puebla","Tehuacán","20-24 años","Mujeres",211560001,
2017,"Puebla","Tehuacán","20-24 años","Mujeres",211560001,
2022,"Querétaro",,"15-24 años","Total",22,6.90067883
2021,"Querétaro",,"15-24 años","Total",22,8.827981289
2020,"Querétaro",,"15-24 años","Total",22,8.720626388
2019,"Querétaro",,"15-24 años","Total",22,5.400843678
2018,"Querétaro",,"15-24 años","Total",22,5.509166019
2017,"Querétaro",,"15-24 años","Total",22,5.85483499
2022,"Querétaro",,"15-24 años","Hombres",22,7.671645343
2021,"Querétaro",,"15-24 años","Hombres",22,10.13372326
2020,"Querétaro",,"15-24 años","Hombres",22,10.42213964
2019,"Querétaro",,"15-24 años","Hombres",22,5.509397627
2018,"Querétaro",,"15-24 años","Hombres",22,5.251938841
2017,"Querétaro",,"15-24 años","Hombres",22,5.862098347
2022,"Querétaro",,"15-24 años","Mujeres",22,6.132342211
2021,"Querétaro",,"15-24 años","Mujeres",22,7.518949872
2020,"Querétaro",,"15-24 años","Mujeres",22,7.096335757
2019,"Querétaro",,"15-24 años","Mujeres",22,5.289402599
2018,"Querétaro",,"15-24 años","Mujeres",22,5.77895919
2017,"Querétaro",,"15-24 años","Mujeres",22,5.847566022
2022,"Querétaro",,"15-19 años","Total",22,6.294755722
2021,"Querétaro",,"15-19 años","Total",22,6.978409857
2020,"Querétaro",,"15-19 años","Total",22,6.175646759
2019,"Querétaro",,"15-19 años","Total",22,4.569899849
2018,"Querétaro",,"15-19 años","Total",22,4.353452838
2017,"Querétaro",,"15-19 años","Total",22,4.62256707
2022,"Querétaro",,"15-19 años","Hombres",22,7.370943189
2021,"Querétaro",,"15-19 años","Hombres",22,8.837972092
2020,"Querétaro",,"15-19 años","Hombres",22,8.034250149
2019,"Querétaro",,"15-19 años","Hombres",22,5.030688974
2018,"Querétaro",,"15-19 años","Hombres",22,4.572748691
2017,"Querétaro",,"15-19 años","Hombres",22,5.471611722
2022,"Querétaro",,"15-19 años","Mujeres",22,5.217257986
2021,"Querétaro",,"15-19 años","Mujeres",22,5.165174608
2020,"Querétaro",,"15-19 años","Mujeres",22,4.463649705
2019,"Querétaro",,"15-19 años","Mujeres",22,4.077985685
2018,"Querétaro",,"15-19 años","Mujeres",22,4.111280966
2017,"Querétaro",,"15-19 años","Mujeres",22,3.728558618
2022,"Querétaro",,"20-24 años","Total",22,7.523863778
2021,"Querétaro",,"20-24 años","Total",22,10.71054186
2020,"Querétaro",,"20-24 años","Total",22,11.50277387
