Year,Entidad federativa,"Jóvenes de 15 a 24 años","Jóvenes de 15 a 19 años","Jóvenes de 20 a 24 años",GeoCode,Value
2017,"Ciudad de México",,,"Con Primaria incompleta",09,16.15037492
2022,"Durango",,,"Con Primaria incompleta",10,12.72204029
2021,"Durango",,,"Con Primaria incompleta",10,13.04455753
2020,"Durango",,,"Con Primaria incompleta",10,13.04188097
2019,"Durango",,,"Con Primaria incompleta",10,15.8015729
2018,"Durango",,,"Con Primaria incompleta",10,15.61543172
2017,"Durango",,,"Con Primaria incompleta",10,14.22703936
2022,"Guanajuato",,,"Con Primaria incompleta",11,19.07535008
2021,"Guanajuato",,,"Con Primaria incompleta",11,19.4263987
2020,"Guanajuato",,,"Con Primaria incompleta",11,22.82071921
2019,"Guanajuato",,,"Con Primaria incompleta",11,17.27003993
2018,"Guanajuato",,,"Con Primaria incompleta",11,13.07785778
2017,"Guanajuato",,,"Con Primaria incompleta",11,14.58944828
2022,"Guerrero",,,"Con Primaria incompleta",12,12.70835197
2021,"Guerrero",,,"Con Primaria incompleta",12,16.17072595
2020,"Guerrero",,,"Con Primaria incompleta",12,11.47353268
2019,"Guerrero",,,"Con Primaria incompleta",12,9.880377862
2018,"Guerrero",,,"Con Primaria incompleta",12,6.668945961
2017,"Guerrero",,,"Con Primaria incompleta",12,6.328488307
2022,"Hidalgo",,,"Con Primaria incompleta",13,10.62749004
2021,"Hidalgo",,,"Con Primaria incompleta",13,5.427395425
2020,"Hidalgo",,,"Con Primaria incompleta",13,6.227254347
2019,"Hidalgo",,,"Con Primaria incompleta",13,12.9822732
2018,"Hidalgo",,,"Con Primaria incompleta",13,6.853439477
2017,"Hidalgo",,,"Con Primaria incompleta",13,6.303206997
2022,"Jalisco",,,"Con Primaria incompleta",14,9.299930226
2021,"Jalisco",,,"Con Primaria incompleta",14,13.41030044
2020,"Jalisco",,,"Con Primaria incompleta",14,22.0536565
2019,"Jalisco",,,"Con Primaria incompleta",14,10.50685058
2018,"Jalisco",,,"Con Primaria incompleta",14,12.61240803
2017,"Jalisco",,,"Con Primaria incompleta",14,10.50367173
2022,"México",,,"Con Primaria incompleta",15,8.830591639
2021,"México",,,"Con Primaria incompleta",15,12.35340221
2020,"México",,,"Con Primaria incompleta",15,12.86857853
2019,"México",,,"Con Primaria incompleta",15,10.54951476
2018,"México",,,"Con Primaria incompleta",15,8.076841789
2017,"México",,,"Con Primaria incompleta",15,8.270669498
2022,"Michoacán de Ocampo",,,"Con Primaria incompleta",16,12.05230141
2021,"Michoacán de Ocampo",,,"Con Primaria incompleta",16,15.83537332
2020,"Michoacán de Ocampo",,,"Con Primaria incompleta",16,16.93300553
2019,"Michoacán de Ocampo",,,"Con Primaria incompleta",16,19.50346473
2018,"Michoacán de Ocampo",,,"Con Primaria incompleta",16,13.00590102
2017,"Michoacán de Ocampo",,,"Con Primaria incompleta",16,9.897096711
2022,"Morelos",,,"Con Primaria incompleta",17,12.40533718
2021,"Morelos",,,"Con Primaria incompleta",17,14.38771095
2020,"Morelos",,,"Con Primaria incompleta",17,16.09846883
2019,"Morelos",,,"Con Primaria incompleta",17,9.102277803
2018,"Morelos",,,"Con Primaria incompleta",17,10.01295896
2017,"Morelos",,,"Con Primaria incompleta",17,5.982508374
2022,"Nayarit",,,"Con Primaria incompleta",18,13.52399418
2021,"Nayarit",,,"Con Primaria incompleta",18,11.08108108
2020,"Nayarit",,,"Con Primaria incompleta",18,13.62784471
2019,"Nayarit",,,"Con Primaria incompleta",18,14.57436237
2018,"Nayarit",,,"Con Primaria incompleta",18,20.47918853
2017,"Nayarit",,,"Con Primaria incompleta",18,14.48555126
2022,"Nuevo León",,,"Con Primaria incompleta",19,21.49713067
2021,"Nuevo León",,,"Con Primaria incompleta",19,14.47729199
2020,"Nuevo León",,,"Con Primaria incompleta",19,12.66290334
2019,"Nuevo León",,,"Con Primaria incompleta",19,12.16644295
2018,"Nuevo León",,,"Con Primaria incompleta",19,13.8328403
2017,"Nuevo León",,,"Con Primaria incompleta",19,17.06427445
2022,"Oaxaca",,,"Con Primaria incompleta",20,14.58227848
2021,"Oaxaca",,,"Con Primaria incompleta",20,20.73963139
2020,"Oaxaca",,,"Con Primaria incompleta",20,9.084243329
2019,"Oaxaca",,,"Con Primaria incompleta",20,7.989499899
2018,"Oaxaca",,,"Con Primaria incompleta",20,10.97244435
2017,"Oaxaca",,,"Con Primaria incompleta",20,12.11590548
2022,"Puebla",,,"Con Primaria incompleta",21,13.67194552
2021,"Puebla",,,"Con Primaria incompleta",21,13.38890383
2020,"Puebla",,,"Con Primaria incompleta",21,19.14156932
2019,"Puebla",,,"Con Primaria incompleta",21,13.78650399
2018,"Puebla",,,"Con Primaria incompleta",21,14.91620112
2017,"Puebla",,,"Con Primaria incompleta",21,16.01394594
2022,"Querétaro",,,"Con Primaria incompleta",22,7.952468007
2021,"Querétaro",,,"Con Primaria incompleta",22,16.51878553
2020,"Querétaro",,,"Con Primaria incompleta",22,19.87722269
2019,"Querétaro",,,"Con Primaria incompleta",22,11.17924176
2018,"Querétaro",,,"Con Primaria incompleta",22,10.67318043
2017,"Querétaro",,,"Con Primaria incompleta",22,12.34524969
2022,"Quintana Roo",,,"Con Primaria incompleta",23,11.34787416
2021,"Quintana Roo",,,"Con Primaria incompleta",23,20.88254143
2020,"Quintana Roo",,,"Con Primaria incompleta",23,28.11271845
2019,"Quintana Roo",,,"Con Primaria incompleta",23,6.894100924
2018,"Quintana Roo",,,"Con Primaria incompleta",23,4.538248117
2017,"Quintana Roo",,,"Con Primaria incompleta",23,11.72150411
2022,"San Luis Potosí",,,"Con Primaria incompleta",24,16.85440721
2021,"San Luis Potosí",,,"Con Primaria incompleta",24,20.62628914
2020,"San Luis Potosí",,,"Con Primaria incompleta",24,16.38789192
2019,"San Luis Potosí",,,"Con Primaria incompleta",24,17.92624181
2018,"San Luis Potosí",,,"Con Primaria incompleta",24,14.3982808
2017,"San Luis Potosí",,,"Con Primaria incompleta",24,15.98408824
2022,"Sinaloa",,,"Con Primaria incompleta",25,15.55055864
2021,"Sinaloa",,,"Con Primaria incompleta",25,15.13894128
2020,"Sinaloa",,,"Con Primaria incompleta",25,24.2110009
2019,"Sinaloa",,,"Con Primaria incompleta",25,17.75535398
2018,"Sinaloa",,,"Con Primaria incompleta",25,19.4474481
2017,"Sinaloa",,,"Con Primaria incompleta",25,15.64597094
2022,"Sonora",,,"Con Primaria incompleta",26,13.0126672
2021,"Sonora",,,"Con Primaria incompleta",26,17.35751295
2020,"Sonora",,,"Con Primaria incompleta",26,15.24688612
2019,"Sonora",,,"Con Primaria incompleta",26,19.84704112
2018,"Sonora",,,"Con Primaria incompleta",26,20.3451308
2017,"Sonora",,,"Con Primaria incompleta",26,11.54842776
2022,"Tabasco",,,"Con Primaria incompleta",27,17.06220335
2021,"Tabasco",,,"Con Primaria incompleta",27,27.3196495
2020,"Tabasco",,,"Con Primaria incompleta",27,28.31922032
2019,"Tabasco",,,"Con Primaria incompleta",27,20.26143791
2018,"Tabasco",,,"Con Primaria incompleta",27,19.75019516
2017,"Tabasco",,,"Con Primaria incompleta",27,18.56004513
2022,"Tamaulipas",,,"Con Primaria incompleta",28,20.45748813
2021,"Tamaulipas",,,"Con Primaria incompleta",28,19.71569839
2020,"Tamaulipas",,,"Con Primaria incompleta",28,19.82640475
2019,"Tamaulipas",,,"Con Primaria incompleta",28,14.8400191
2018,"Tamaulipas",,,"Con Primaria incompleta",28,14.19326241
2017,"Tamaulipas",,,"Con Primaria incompleta",28,16.64066309
2022,"Tlaxcala",,,"Con Primaria incompleta",29,14.60159094
2021,"Tlaxcala",,,"Con Primaria incompleta",29,20.11649382
2020,"Tlaxcala",,,"Con Primaria incompleta",29,19.73028437
2019,"Tlaxcala",,,"Con Primaria incompleta",29,10.41165294
2018,"Tlaxcala",,,"Con Primaria incompleta",29,10.82094936
2017,"Tlaxcala",,,"Con Primaria incompleta",29,12.09534547
2022,"Veracruz de Ignacio de la Llave",,,"Con Primaria incompleta",30,17.91315769
2021,"Veracruz de Ignacio de la Llave",,,"Con Primaria incompleta",30,28.17032511
2020,"Veracruz de Ignacio de la Llave",,,"Con Primaria incompleta",30,17.42816154
2019,"Veracruz de Ignacio de la Llave",,,"Con Primaria incompleta",30,14.60391003
2018,"Veracruz de Ignacio de la Llave",,,"Con Primaria incompleta",30,15.71005397
2017,"Veracruz de Ignacio de la Llave",,,"Con Primaria incompleta",30,18.03200164
2022,"Yucatán",,,"Con Primaria incompleta",31,11.10233109
2021,"Yucatán",,,"Con Primaria incompleta",31,14.19898579
2020,"Yucatán",,,"Con Primaria incompleta",31,13.34323923
2019,"Yucatán",,,"Con Primaria incompleta",31,14.1496047
2018,"Yucatán",,,"Con Primaria incompleta",31,6.655118462
2017,"Yucatán",,,"Con Primaria incompleta",31,9.961176951
2022,"Zacatecas",,,"Con Primaria incompleta",32,11.68180395
2021,"Zacatecas",,,"Con Primaria incompleta",32,8.769017981
2020,"Zacatecas",,,"Con Primaria incompleta",32,20.51077414
2019,"Zacatecas",,,"Con Primaria incompleta",32,14.95945103
2018,"Zacatecas",,,"Con Primaria incompleta",32,11.96270854
2017,"Zacatecas",,,"Con Primaria incompleta",32,10.66759113
2022,"Estados Unidos Mexicanos",,,"Con Secundaria completa",00,12.21280772
2021,"Estados Unidos Mexicanos",,,"Con Secundaria completa",00,14.16216108
2020,"Estados Unidos Mexicanos",,,"Con Secundaria completa",00,15.25001371
2019,"Estados Unidos Mexicanos",,,"Con Secundaria completa",00,12.52952549
2018,"Estados Unidos Mexicanos",,,"Con Secundaria completa",00,11.58366268
2017,"Estados Unidos Mexicanos",,,"Con Secundaria completa",00,11.79936819
2022,"Aguascalientes",,,"Con Secundaria completa",01,12.90757572
2021,"Aguascalientes",,,"Con Secundaria completa",01,12.76938256
2020,"Aguascalientes",,,"Con Secundaria completa",01,16.09354186
2019,"Aguascalientes",,,"Con Secundaria completa",01,12.05240605
2018,"Aguascalientes",,,"Con Secundaria completa",01,9.85276346
2017,"Aguascalientes",,,"Con Secundaria completa",01,11.20238806
2022,"Baja California",,,"Con Secundaria completa",02,13.10679612
2021,"Baja California",,,"Con Secundaria completa",02,13.77538416
2020,"Baja California",,,"Con Secundaria completa",02,12.8148203
2019,"Baja California",,,"Con Secundaria completa",02,10.16484711
2018,"Baja California",,,"Con Secundaria completa",02,10.84998755
2017,"Baja California",,,"Con Secundaria completa",02,11.54870156
2022,"Baja California Sur",,,"Con Secundaria completa",03,10.92179456
2021,"Baja California Sur",,,"Con Secundaria completa",03,15.63456214
2020,"Baja California Sur",,,"Con Secundaria completa",03,21.23731787
2019,"Baja California Sur",,,"Con Secundaria completa",03,12.68314124
2018,"Baja California Sur",,,"Con Secundaria completa",03,9.578161412
2017,"Baja California Sur",,,"Con Secundaria completa",03,10.13403956
2022,"Campeche",,,"Con Secundaria completa",04,8.006035389
2021,"Campeche",,,"Con Secundaria completa",04,11.98453608
2020,"Campeche",,,"Con Secundaria completa",04,11.65241683
2019,"Campeche",,,"Con Secundaria completa",04,11.36307616
2018,"Campeche",,,"Con Secundaria completa",04,11.12819683
2017,"Campeche",,,"Con Secundaria completa",04,9.841142168
2022,"Coahuila de Zaragoza",,,"Con Secundaria completa",05,10.86761253
2021,"Coahuila de Zaragoza",,,"Con Secundaria completa",05,12.49340137
2020,"Coahuila de Zaragoza",,,"Con Secundaria completa",05,12.81300322
2019,"Coahuila de Zaragoza",,,"Con Secundaria completa",05,11.59945487
2018,"Coahuila de Zaragoza",,,"Con Secundaria completa",05,9.469015716
2017,"Coahuila de Zaragoza",,,"Con Secundaria completa",05,11.19565009
2022,"Colima",,,"Con Secundaria completa",06,11.29292929
2021,"Colima",,,"Con Secundaria completa",06,12.66081871
2020,"Colima",,,"Con Secundaria completa",06,16.26860734
2019,"Colima",,,"Con Secundaria completa",06,12.87749676
2018,"Colima",,,"Con Secundaria completa",06,12.67356882
2017,"Colima",,,"Con Secundaria completa",06,13.33204832
2022,"Chiapas",,,"Con Secundaria completa",07,11.87793785
2021,"Chiapas",,,"Con Secundaria completa",07,11.27709073
2020,"Chiapas",,,"Con Secundaria completa",07,12.20817945
2019,"Chiapas",,,"Con Secundaria completa",07,12.31917916
2018,"Chiapas",,,"Con Secundaria completa",07,8.786577369
2017,"Chiapas",,,"Con Secundaria completa",07,9.471177564
2022,"Chihuahua",,,"Con Secundaria completa",08,10.95993295
2021,"Chihuahua",,,"Con Secundaria completa",08,11.81456036
2020,"Chihuahua",,,"Con Secundaria completa",08,15.18623714
2019,"Chihuahua",,,"Con Secundaria completa",08,14.33381724
2018,"Chihuahua",,,"Con Secundaria completa",08,14.78566909
2017,"Chihuahua",,,"Con Secundaria completa",08,14.45306418
2022,"Ciudad de México",,,"Con Secundaria completa",09,13.88766786
2021,"Ciudad de México",,,"Con Secundaria completa",09,20.0213738
2020,"Ciudad de México",,,"Con Secundaria completa",09,21.29110093
2019,"Ciudad de México",,,"Con Secundaria completa",09,15.60221249
2018,"Ciudad de México",,,"Con Secundaria completa",09,14.12769525
2017,"Ciudad de México",,,"Con Secundaria completa",09,12.66424633
2022,"Durango",,,"Con Secundaria completa",10,13.67936028
2021,"Durango",,,"Con Secundaria completa",10,14.62095054
2020,"Durango",,,"Con Secundaria completa",10,14.12861861
2019,"Durango",,,"Con Secundaria completa",10,14.01348415
2018,"Durango",,,"Con Secundaria completa",10,14.88927071
2017,"Durango",,,"Con Secundaria completa",10,12.9838869
2022,"Guanajuato",,,"Con Secundaria completa",11,16.35816861
2021,"Guanajuato",,,"Con Secundaria completa",11,19.18900834
2020,"Guanajuato",,,"Con Secundaria completa",11,19.83571385
2019,"Guanajuato",,,"Con Secundaria completa",11,14.56531612
2018,"Guanajuato",,,"Con Secundaria completa",11,13.29676247
2017,"Guanajuato",,,"Con Secundaria completa",11,10.00767985
2022,"Guerrero",,,"Con Secundaria completa",12,15.64920938
2021,"Guerrero",,,"Con Secundaria completa",12,11.26803852
2020,"Guerrero",,,"Con Secundaria completa",12,20.43681344
2019,"Guerrero",,,"Con Secundaria completa",12,6.963595739
2018,"Guerrero",,,"Con Secundaria completa",12,5.196889947
2017,"Guerrero",,,"Con Secundaria completa",12,6.916991764
2022,"Hidalgo",,,"Con Secundaria completa",13,9.89901279
2021,"Hidalgo",,,"Con Secundaria completa",13,12.76849475
2020,"Hidalgo",,,"Con Secundaria completa",13,12.92407694
2019,"Hidalgo",,,"Con Secundaria completa",13,12.75244159
2018,"Hidalgo",,,"Con Secundaria completa",13,8.973496057
2017,"Hidalgo",,,"Con Secundaria completa",13,10.41729805
2022,"Jalisco",,,"Con Secundaria completa",14,9.394169673
2021,"Jalisco",,,"Con Secundaria completa",14,6.474859942
2020,"Jalisco",,,"Con Secundaria completa",14,10.36696628
2019,"Jalisco",,,"Con Secundaria completa",14,9.681190842
2018,"Jalisco",,,"Con Secundaria completa",14,8.470046083
2017,"Jalisco",,,"Con Secundaria completa",14,9.29904881
2022,"México",,,"Con Secundaria completa",15,12.5027426
2021,"México",,,"Con Secundaria completa",15,12.11880199
2020,"México",,,"Con Secundaria completa",15,14.69234018
2019,"México",,,"Con Secundaria completa",15,10.01406559
2018,"México",,,"Con Secundaria completa",15,9.007066403
2017,"México",,,"Con Secundaria completa",15,9.88752416
2022,"Michoacán de Ocampo",,,"Con Secundaria completa",16,7.153162536
2021,"Michoacán de Ocampo",,,"Con Secundaria completa",16,13.88878214
2020,"Michoacán de Ocampo",,,"Con Secundaria completa",16,9.912160904
2019,"Michoacán de Ocampo",,,"Con Secundaria completa",16,12.72909005
2018,"Michoacán de Ocampo",,,"Con Secundaria completa",16,14.24270214
2017,"Michoacán de Ocampo",,,"Con Secundaria completa",16,13.54695431
2022,"Morelos",,,"Con Secundaria completa",17,12.10434515
2021,"Morelos",,,"Con Secundaria completa",17,14.38483793
2020,"Morelos",,,"Con Secundaria completa",17,10.57067337
2019,"Morelos",,,"Con Secundaria completa",17,10.86321895
2018,"Morelos",,,"Con Secundaria completa",17,9.130538636
2017,"Morelos",,,"Con Secundaria completa",17,12.86709441
2022,"Nayarit",,,"Con Secundaria completa",18,8.668743864
2021,"Nayarit",,,"Con Secundaria completa",18,9.331924741
2020,"Nayarit",,,"Con Secundaria completa",18,10.60447521
2019,"Nayarit",,,"Con Secundaria completa",18,13.69357148
2018,"Nayarit",,,"Con Secundaria completa",18,15.05814413
2017,"Nayarit",,,"Con Secundaria completa",18,15.40839804
2022,"Nuevo León",,,"Con Secundaria completa",19,9.887032542
2021,"Nuevo León",,,"Con Secundaria completa",19,13.14656614
2020,"Nuevo León",,,"Con Secundaria completa",19,14.2123398
2019,"Nuevo León",,,"Con Secundaria completa",19,11.32295088
2018,"Nuevo León",,,"Con Secundaria completa",19,10.01337757
2017,"Nuevo León",,,"Con Secundaria completa",19,11.0862374
2022,"Oaxaca",,,"Con Secundaria completa",20,12.55357426
2021,"Oaxaca",,,"Con Secundaria completa",20,14.39774567
2020,"Oaxaca",,,"Con Secundaria completa",20,16.24396073
2019,"Oaxaca",,,"Con Secundaria completa",20,13.88130932
2018,"Oaxaca",,,"Con Secundaria completa",20,9.49897683
2017,"Oaxaca",,,"Con Secundaria completa",20,11.17784229
2022,"Puebla",,,"Con Secundaria completa",21,10.2652141
2021,"Puebla",,,"Con Secundaria completa",21,18.57468017
2020,"Puebla",,,"Con Secundaria completa",21,15.66399974
2019,"Puebla",,,"Con Secundaria completa",21,13.80743056
2018,"Puebla",,,"Con Secundaria completa",21,13.14385135
2017,"Puebla",,,"Con Secundaria completa",21,15.21629076
2022,"Querétaro",,,"Con Secundaria completa",22,12.57529986
2021,"Querétaro",,,"Con Secundaria completa",22,14.54397556
2020,"Querétaro",,,"Con Secundaria completa",22,15.82325939
2019,"Querétaro",,,"Con Secundaria completa",22,8.043665147
2018,"Querétaro",,,"Con Secundaria completa",22,9.660186244
2017,"Querétaro",,,"Con Secundaria completa",22,9.430576473
2022,"Quintana Roo",,,"Con Secundaria completa",23,9.435686543
2021,"Quintana Roo",,,"Con Secundaria completa",23,16.09778283
2020,"Quintana Roo",,,"Con Secundaria completa",23,18.56853176
2019,"Quintana Roo",,,"Con Secundaria completa",23,12.78198943
2018,"Quintana Roo",,,"Con Secundaria completa",23,11.07092668
2017,"Quintana Roo",,,"Con Secundaria completa",23,11.73112201
2022,"San Luis Potosí",,,"Con Secundaria completa",24,13.95760903
2021,"San Luis Potosí",,,"Con Secundaria completa",24,12.45913781
2020,"San Luis Potosí",,,"Con Secundaria completa",24,13.8141072
2019,"San Luis Potosí",,,"Con Secundaria completa",24,14.82671099
2018,"San Luis Potosí",,,"Con Secundaria completa",24,13.29922986
2017,"San Luis Potosí",,,"Con Secundaria completa",24,14.82678238
2022,"Sinaloa",,,"Con Secundaria completa",25,13.87192572
2021,"Sinaloa",,,"Con Secundaria completa",25,15.7369659
2020,"Sinaloa",,,"Con Secundaria completa",25,16.55149528
2019,"Sinaloa",,,"Con Secundaria completa",25,10.67832443
2018,"Sinaloa",,,"Con Secundaria completa",25,13.96771079
2017,"Sinaloa",,,"Con Secundaria completa",25,15.6419697
2022,"Sonora",,,"Con Secundaria completa",26,11.98258398
2021,"Sonora",,,"Con Secundaria completa",26,12.99131883
2020,"Sonora",,,"Con Secundaria completa",26,15.98958581
2019,"Sonora",,,"Con Secundaria completa",26,15.80226791
2018,"Sonora",,,"Con Secundaria completa",26,13.55290092
2017,"Sonora",,,"Con Secundaria completa",26,13.10267625
2022,"Tabasco",,,"Con Secundaria completa",27,16.32273384
2021,"Tabasco",,,"Con Secundaria completa",27,17.73786552
2020,"Tabasco",,,"Con Secundaria completa",27,21.8539212
2019,"Tabasco",,,"Con Secundaria completa",27,21.81474961
2018,"Tabasco",,,"Con Secundaria completa",27,19.04298233
2017,"Tabasco",,,"Con Secundaria completa",27,17.27177114
2022,"Tamaulipas",,,"Con Secundaria completa",28,10.97249702
2021,"Tamaulipas",,,"Con Secundaria completa",28,15.12423789
2020,"Tamaulipas",,,"Con Secundaria completa",28,17.08341699
2019,"Tamaulipas",,,"Con Secundaria completa",28,14.84233782
2018,"Tamaulipas",,,"Con Secundaria completa",28,14.63055376
2017,"Tamaulipas",,,"Con Secundaria completa",28,11.31268161
2022,"Tlaxcala",,,"Con Secundaria completa",29,16.30409892
2021,"Tlaxcala",,,"Con Secundaria completa",29,19.04993466
2020,"Tlaxcala",,,"Con Secundaria completa",29,19.84894166
2019,"Tlaxcala",,,"Con Secundaria completa",29,14.37512736
2018,"Tlaxcala",,,"Con Secundaria completa",29,13.26128073
2017,"Tlaxcala",,,"Con Secundaria completa",29,12.68223679
2022,"Veracruz de Ignacio de la Llave",,,"Con Secundaria completa",30,17.40676239
2021,"Veracruz de Ignacio de la Llave",,,"Con Secundaria completa",30,19.92877064
2020,"Veracruz de Ignacio de la Llave",,,"Con Secundaria completa",30,18.92453151
2019,"Veracruz de Ignacio de la Llave",,,"Con Secundaria completa",30,16.36634339
2018,"Veracruz de Ignacio de la Llave",,,"Con Secundaria completa",30,19.63927164
2017,"Veracruz de Ignacio de la Llave",,,"Con Secundaria completa",30,17.98953096
2022,"Yucatán",,,"Con Secundaria completa",31,9.75089211
2021,"Yucatán",,,"Con Secundaria completa",31,10.69985639
2020,"Yucatán",,,"Con Secundaria completa",31,11.71822645
2019,"Yucatán",,,"Con Secundaria completa",31,8.237451518
2018,"Yucatán",,,"Con Secundaria completa",31,6.301465246
2017,"Yucatán",,,"Con Secundaria completa",31,9.67027363
2022,"Zacatecas",,,"Con Secundaria completa",32,14.95922589
2021,"Zacatecas",,,"Con Secundaria completa",32,18.08281594
2020,"Zacatecas",,,"Con Secundaria completa",32,14.03947734
2019,"Zacatecas",,,"Con Secundaria completa",32,13.84424706
2018,"Zacatecas",,,"Con Secundaria completa",32,12.08978203
2017,"Zacatecas",,,"Con Secundaria completa",32,13.96233522
2022,"Estados Unidos Mexicanos",,,"Con nivel de escolaridad Medio superior y superior",00,7.066779976
2021,"Estados Unidos Mexicanos",,,"Con nivel de escolaridad Medio superior y superior",00,8.563211362
2020,"Estados Unidos Mexicanos",,,"Con nivel de escolaridad Medio superior y superior",00,9.282828609
2019,"Estados Unidos Mexicanos",,,"Con nivel de escolaridad Medio superior y superior",00,7.180595565
2018,"Estados Unidos Mexicanos",,,"Con nivel de escolaridad Medio superior y superior",00,6.714876015
2017,"Estados Unidos Mexicanos",,,"Con nivel de escolaridad Medio superior y superior",00,6.821498311
2022,"Aguascalientes",,,"Con nivel de escolaridad Medio superior y superior",01,7.383636957
2021,"Aguascalientes",,,"Con nivel de escolaridad Medio superior y superior",01,7.808594501
2020,"Aguascalientes",,,"Con nivel de escolaridad Medio superior y superior",01,7.473435061
2019,"Aguascalientes",,,"Con nivel de escolaridad Medio superior y superior",01,6.370362236
2018,"Aguascalientes",,,"Con nivel de escolaridad Medio superior y superior",01,6.010600914
2017,"Aguascalientes",,,"Con nivel de escolaridad Medio superior y superior",01,5.57794243
2022,"Baja California",,,"Con nivel de escolaridad Medio superior y superior",02,5.125302363
2021,"Baja California",,,"Con nivel de escolaridad Medio superior y superior",02,6.851419716
2020,"Baja California",,,"Con nivel de escolaridad Medio superior y superior",02,6.549442616
2019,"Baja California",,,"Con nivel de escolaridad Medio superior y superior",02,4.819459897
2018,"Baja California",,,"Con nivel de escolaridad Medio superior y superior",02,4.987439466
2017,"Baja California",,,"Con nivel de escolaridad Medio superior y superior",02,5.139605193
2022,"Baja California Sur",,,"Con nivel de escolaridad Medio superior y superior",03,4.507765478
2021,"Baja California Sur",,,"Con nivel de escolaridad Medio superior y superior",03,7.001087258
2020,"Baja California Sur",,,"Con nivel de escolaridad Medio superior y superior",03,9.709933923
2019,"Baja California Sur",,,"Con nivel de escolaridad Medio superior y superior",03,6.5080358
2018,"Baja California Sur",,,"Con nivel de escolaridad Medio superior y superior",03,4.845606882
2017,"Baja California Sur",,,"Con nivel de escolaridad Medio superior y superior",03,7.520025295
2022,"Campeche",,,"Con nivel de escolaridad Medio superior y superior",04,5.943536404
2021,"Campeche",,,"Con nivel de escolaridad Medio superior y superior",04,6.048285209
2020,"Campeche",,,"Con nivel de escolaridad Medio superior y superior",04,7.184448823
2019,"Campeche",,,"Con nivel de escolaridad Medio superior y superior",04,5.462737
2018,"Campeche",,,"Con nivel de escolaridad Medio superior y superior",04,6.391285967
2017,"Campeche",,,"Con nivel de escolaridad Medio superior y superior",04,5.865072934
2022,"Coahuila de Zaragoza",,,"Con nivel de escolaridad Medio superior y superior",05,6.36850502
2021,"Coahuila de Zaragoza",,,"Con nivel de escolaridad Medio superior y superior",05,6.896701201
2020,"Coahuila de Zaragoza",,,"Con nivel de escolaridad Medio superior y superior",05,7.416207606
2019,"Coahuila de Zaragoza",,,"Con nivel de escolaridad Medio superior y superior",05,7.050785277
2018,"Coahuila de Zaragoza",,,"Con nivel de escolaridad Medio superior y superior",05,5.860283238
2017,"Coahuila de Zaragoza",,,"Con nivel de escolaridad Medio superior y superior",05,6.435627237
2022,"Colima",,,"Con nivel de escolaridad Medio superior y superior",06,6.751451925
2021,"Colima",,,"Con nivel de escolaridad Medio superior y superior",06,7.414998161
2020,"Colima",,,"Con nivel de escolaridad Medio superior y superior",06,8.990840874
2019,"Colima",,,"Con nivel de escolaridad Medio superior y superior",06,8.631921824
2018,"Colima",,,"Con nivel de escolaridad Medio superior y superior",06,6.351425439
2017,"Colima",,,"Con nivel de escolaridad Medio superior y superior",06,6.918970505
2022,"Chiapas",,,"Con nivel de escolaridad Medio superior y superior",07,10.06696043
2021,"Chiapas",,,"Con nivel de escolaridad Medio superior y superior",07,11.44962897
2020,"Chiapas",,,"Con nivel de escolaridad Medio superior y superior",07,13.03165521
2019,"Chiapas",,,"Con nivel de escolaridad Medio superior y superior",07,11.044666
2018,"Chiapas",,,"Con nivel de escolaridad Medio superior y superior",07,9.286221131
2017,"Chiapas",,,"Con nivel de escolaridad Medio superior y superior",07,9.178336044
2022,"Chihuahua",,,"Con nivel de escolaridad Medio superior y superior",08,4.806205297
2021,"Chihuahua",,,"Con nivel de escolaridad Medio superior y superior",08,5.897728001
2020,"Chihuahua",,,"Con nivel de escolaridad Medio superior y superior",08,6.040907545
2019,"Chihuahua",,,"Con nivel de escolaridad Medio superior y superior",08,6.525985653
2018,"Chihuahua",,,"Con nivel de escolaridad Medio superior y superior",08,5.614117371
2017,"Chihuahua",,,"Con nivel de escolaridad Medio superior y superior",08,5.783674468
2022,"Ciudad de México",,,"Con nivel de escolaridad Medio superior y superior",09,5.118872502
2021,"Ciudad de México",,,"Con nivel de escolaridad Medio superior y superior",09,9.322174329
2020,"Ciudad de México",,,"Con nivel de escolaridad Medio superior y superior",09,10.24816122
2019,"Ciudad de México",,,"Con nivel de escolaridad Medio superior y superior",09,5.805914237
2018,"Ciudad de México",,,"Con nivel de escolaridad Medio superior y superior",09,5.550555861
2017,"Ciudad de México",,,"Con nivel de escolaridad Medio superior y superior",09,6.046266977
2022,"Durango",,,"Con nivel de escolaridad Medio superior y superior",10,7.222136502
2021,"Durango",,,"Con nivel de escolaridad Medio superior y superior",10,8.544331814
2020,"Durango",,,"Con nivel de escolaridad Medio superior y superior",10,7.777305065
2019,"Durango",,,"Con nivel de escolaridad Medio superior y superior",10,7.126460768
2018,"Durango",,,"Con nivel de escolaridad Medio superior y superior",10,8.059982387
2017,"Durango",,,"Con nivel de escolaridad Medio superior y superior",10,7.231040564
2022,"Guanajuato",,,"Con nivel de escolaridad Medio superior y superior",11,7.912542414
2021,"Guanajuato",,,"Con nivel de escolaridad Medio superior y superior",11,9.291108458
2020,"Guanajuato",,,"Con nivel de escolaridad Medio superior y superior",11,8.915384192
