Year,Entidad federativa,Municipio,Sexo,GeoCode,Value
2019,Durango,Durango,Total,100050001,38.89000000000001
2018,Durango,Durango,Total,100050001,34.5
2017,Durango,Durango,Total,100050001,32.90000000000006
2016,Durango,Durango,Total,100050001,31.65086508300908
2021,Durango,Durango,Hombres,100050001,41.61999999999991
2020,Durango,Durango,Hombres,100050001,41.25
2019,Durango,Durango,Hombres,100050001,40.44999999999991
2018,Durango,Durango,Hombres,100050001,35.46999999999993
2017,Durango,Durango,Hombres,100050001,33.09999999999994
2016,Durango,Durango,Hombres,100050001,31.786798605168425
2021,Durango,Durango,Mujeres,100050001,39.270000000000046
2020,Durango,Durango,Mujeres,100050001,39.10999999999999
2019,Durango,Durango,Mujeres,100050001,36.360000000000014
2018,Durango,Durango,Mujeres,100050001,32.969999999999914
2017,Durango,Durango,Mujeres,100050001,32.57999999999995
2016,Durango,Durango,Mujeres,100050001,31.42023484893853
2021,Guanajuato,,Total,11,36.03000000000007
2020,Guanajuato,,Total,11,35.09999999999995
2019,Guanajuato,,Total,11,33.55999999999995
2018,Guanajuato,,Total,11,31.13000000000008
2017,Guanajuato,,Total,11,28.28999999999997
2016,Guanajuato,,Total,11,27.14601201555604
2021,Guanajuato,,Hombres,11,37.23999999999989
2020,Guanajuato,,Hombres,11,35.860000000000014
2019,Guanajuato,,Hombres,11,34.400000000000055
2018,Guanajuato,,Hombres,11,32.25
2017,Guanajuato,,Hombres,11,28.940000000000047
2016,Guanajuato,,Hombres,11,27.632843882176427
2021,Guanajuato,,Mujeres,11,33.82999999999995
2020,Guanajuato,,Mujeres,11,33.76999999999999
2019,Guanajuato,,Mujeres,11,31.96000000000003
2018,Guanajuato,,Mujeres,11,28.78000000000007
2017,Guanajuato,,Mujeres,11,26.90999999999997
2016,Guanajuato,,Mujeres,11,26.216555077889243
2021,Guanajuato,Celaya,Total,110070001,
2020,Guanajuato,Celaya,Total,110070001,
2019,Guanajuato,Celaya,Total,110070001,
2018,Guanajuato,Celaya,Total,110070001,
2017,Guanajuato,Celaya,Total,110070001,
2016,Guanajuato,Celaya,Total,110070001,
2021,Guanajuato,Celaya,Hombres,110070001,
2020,Guanajuato,Celaya,Hombres,110070001,
2019,Guanajuato,Celaya,Hombres,110070001,
2018,Guanajuato,Celaya,Hombres,110070001,
2017,Guanajuato,Celaya,Hombres,110070001,
2016,Guanajuato,Celaya,Hombres,110070001,
2021,Guanajuato,Celaya,Mujeres,110070001,
2020,Guanajuato,Celaya,Mujeres,110070001,
2019,Guanajuato,Celaya,Mujeres,110070001,
2018,Guanajuato,Celaya,Mujeres,110070001,
2017,Guanajuato,Celaya,Mujeres,110070001,
2016,Guanajuato,Celaya,Mujeres,110070001,
2021,Guanajuato,Irapuato,Total,110170001,
2020,Guanajuato,Irapuato,Total,110170001,
2019,Guanajuato,Irapuato,Total,110170001,
2018,Guanajuato,Irapuato,Total,110170001,
2017,Guanajuato,Irapuato,Total,110170001,
2016,Guanajuato,Irapuato,Total,110170001,
2021,Guanajuato,Irapuato,Hombres,110170001,
2020,Guanajuato,Irapuato,Hombres,110170001,
2019,Guanajuato,Irapuato,Hombres,110170001,
2018,Guanajuato,Irapuato,Hombres,110170001,
2017,Guanajuato,Irapuato,Hombres,110170001,
2016,Guanajuato,Irapuato,Hombres,110170001,
2021,Guanajuato,Irapuato,Mujeres,110170001,
2020,Guanajuato,Irapuato,Mujeres,110170001,
2019,Guanajuato,Irapuato,Mujeres,110170001,
2018,Guanajuato,Irapuato,Mujeres,110170001,
2017,Guanajuato,Irapuato,Mujeres,110170001,
2016,Guanajuato,Irapuato,Mujeres,110170001,
2021,Guanajuato,León,Total,110200001,40.88000000000009
2020,Guanajuato,León,Total,110200001,40.39000000000002
2019,Guanajuato,León,Total,110200001,38.0
2018,Guanajuato,León,Total,110200001,34.5
2017,Guanajuato,León,Total,110200001,32.21000000000003
2016,Guanajuato,León,Total,110200001,30.286985567530763
2021,Guanajuato,León,Hombres,110200001,42.57999999999995
2020,Guanajuato,León,Hombres,110200001,41.810000000000045
2019,Guanajuato,León,Hombres,110200001,39.28000000000004
2018,Guanajuato,León,Hombres,110200001,35.48999999999989
2017,Guanajuato,León,Hombres,110200001,33.11000000000004
2016,Guanajuato,León,Hombres,110200001,31.320401039226937
2021,Guanajuato,León,Mujeres,110200001,38.03000000000005
2020,Guanajuato,León,Mujeres,110200001,38.06
2019,Guanajuato,León,Mujeres,110200001,35.77000000000001
2018,Guanajuato,León,Mujeres,110200001,32.65999999999995
2017,Guanajuato,León,Mujeres,110200001,30.559999999999956
2016,Guanajuato,León,Mujeres,110200001,28.345979700322943
2021,Guerrero,,Total,12,31.84000000000005
2020,Guerrero,,Total,12,28.78999999999997
2019,Guerrero,,Total,12,25.590000000000025
2018,Guerrero,,Total,12,26.30999999999996
2017,Guerrero,,Total,12,25.44999999999996
2016,Guerrero,,Total,12,23.307156992367663
2021,Guerrero,,Hombres,12,32.860000000000035
2020,Guerrero,,Hombres,12,29.449999999999942
2019,Guerrero,,Hombres,12,27.0
2018,Guerrero,,Hombres,12,27.610000000000024
2017,Guerrero,,Hombres,12,25.860000000000017
2016,Guerrero,,Hombres,12,24.21220301397352
2021,Guerrero,,Mujeres,12,30.28000000000008
2020,Guerrero,,Mujeres,12,27.73999999999992
2019,Guerrero,,Mujeres,12,23.46999999999996
2018,Guerrero,,Mujeres,12,24.28999999999997
2017,Guerrero,,Mujeres,12,24.80000000000004
2016,Guerrero,,Mujeres,12,21.92997692391674
2021,Guerrero,Acapulco,Total,120010001,34.17000000000005
2020,Guerrero,Acapulco,Total,120010001,31.769999999999985
2019,Guerrero,Acapulco,Total,120010001,28.46000000000003
2018,Guerrero,Acapulco,Total,120010001,27.30000000000005
2017,Guerrero,Acapulco,Total,120010001,25.80999999999996
2016,Guerrero,Acapulco,Total,120010001,25.023533226219687
2021,Guerrero,Acapulco,Hombres,120010001,34.230000000000004
2020,Guerrero,Acapulco,Hombres,120010001,32.719999999999914
2019,Guerrero,Acapulco,Hombres,120010001,29.239999999999917
2018,Guerrero,Acapulco,Hombres,120010001,28.110000000000028
2017,Guerrero,Acapulco,Hombres,120010001,26.099999999999945
2016,Guerrero,Acapulco,Hombres,120010001,25.28974324465313
2021,Guerrero,Acapulco,Mujeres,120010001,34.070000000000064
2020,Guerrero,Acapulco,Mujeres,120010001,30.28000000000008
2019,Guerrero,Acapulco,Mujeres,120010001,27.19999999999995
2018,Guerrero,Acapulco,Mujeres,120010001,25.92999999999996
2017,Guerrero,Acapulco,Mujeres,120010001,25.349999999999945
2016,Guerrero,Acapulco,Mujeres,120010001,24.59164861439925
2021,Guerrero,Chilpancingo de los Bravo,Total,120290001,
2020,Guerrero,Chilpancingo de los Bravo,Total,120290001,
2019,Guerrero,Chilpancingo de los Bravo,Total,120290001,
2018,Guerrero,Chilpancingo de los Bravo,Total,120290001,
2017,Guerrero,Chilpancingo de los Bravo,Total,120290001,
2016,Guerrero,Chilpancingo de los Bravo,Total,120290001,
2021,Guerrero,Chilpancingo de los Bravo,Hombres,120290001,
2020,Guerrero,Chilpancingo de los Bravo,Hombres,120290001,
2019,Guerrero,Chilpancingo de los Bravo,Hombres,120290001,
2018,Guerrero,Chilpancingo de los Bravo,Hombres,120290001,
2017,Guerrero,Chilpancingo de los Bravo,Hombres,120290001,
2016,Guerrero,Chilpancingo de los Bravo,Hombres,120290001,
2021,Guerrero,Chilpancingo de los Bravo,Mujeres,120290001,
2020,Guerrero,Chilpancingo de los Bravo,Mujeres,120290001,
2019,Guerrero,Chilpancingo de los Bravo,Mujeres,120290001,
2018,Guerrero,Chilpancingo de los Bravo,Mujeres,120290001,
2017,Guerrero,Chilpancingo de los Bravo,Mujeres,120290001,
2016,Guerrero,Chilpancingo de los Bravo,Mujeres,120290001,
2021,Hidalgo,,Total,13,33.40999999999995
2020,Hidalgo,,Total,13,31.01000000000009
2019,Hidalgo,,Total,13,29.63000000000008
2018,Hidalgo,,Total,13,28.78000000000007
2017,Hidalgo,,Total,13,27.26000000000008
2016,Hidalgo,,Total,13,26.07624295923336
2021,Hidalgo,,Hombres,13,34.349999999999945
2020,Hidalgo,,Hombres,13,31.90999999999995
2019,Hidalgo,,Hombres,13,30.400000000000063
2018,Hidalgo,,Hombres,13,29.53999999999997
2017,Hidalgo,,Hombres,13,27.73000000000001
2016,Hidalgo,,Hombres,13,26.029612486703037
2021,Hidalgo,,Mujeres,13,31.69999999999993
2020,Hidalgo,,Mujeres,13,29.239999999999917
2019,Hidalgo,,Mujeres,13,28.15000000000006
2018,Hidalgo,,Mujeres,13,27.19999999999995
2017,Hidalgo,,Mujeres,13,26.219999999999946
2016,Hidalgo,,Mujeres,13,26.174198979407272
2021,Hidalgo,Pachuca,Total,130480001,48.34000000000009
2020,Hidalgo,Pachuca,Total,130480001,47.26000000000013
2019,Hidalgo,Pachuca,Total,130480001,43.10999999999997
2018,Hidalgo,Pachuca,Total,130480001,41.32999999999995
2017,Hidalgo,Pachuca,Total,130480001,38.92999999999998
2016,Hidalgo,Pachuca,Total,130480001,36.98556821707192
2021,Hidalgo,Pachuca,Hombres,130480001,48.73999999999987
2020,Hidalgo,Pachuca,Hombres,130480001,48.75
2019,Hidalgo,Pachuca,Hombres,130480001,43.61999999999991
2018,Hidalgo,Pachuca,Hombres,130480001,42.03999999999997
2017,Hidalgo,Pachuca,Hombres,130480001,39.659999999999926
2016,Hidalgo,Pachuca,Hombres,130480001,37.64371676393418
2021,Hidalgo,Pachuca,Mujeres,130480001,47.72999999999988
2020,Hidalgo,Pachuca,Mujeres,130480001,44.92000000000005
2019,Hidalgo,Pachuca,Mujeres,130480001,42.30000000000009
2018,Hidalgo,Pachuca,Mujeres,130480001,40.21000000000003
2017,Hidalgo,Pachuca,Mujeres,130480001,37.77000000000003
2016,Hidalgo,Pachuca,Mujeres,130480001,35.930184944784344
2021,Jalisco,,Total,14,43.43000000000001
2020,Jalisco,,Total,14,41.69999999999991
2019,Jalisco,,Total,14,39.42000000000005
2018,Jalisco,,Total,14,37.21999999999994
2017,Jalisco,,Total,14,35.02
2016,Jalisco,,Total,14,33.162325029307
2021,Jalisco,,Hombres,14,44.56999999999999
2020,Jalisco,,Hombres,14,43.1999999999999
2019,Jalisco,,Hombres,14,40.80000000000009
2018,Jalisco,,Hombres,14,38.61999999999992
2017,Jalisco,,Hombres,14,36.44000000000001
2016,Jalisco,,Hombres,14,34.63262117649595
2021,Jalisco,,Mujeres,14,41.350000000000016
2020,Jalisco,,Mujeres,14,38.900000000000006
2019,Jalisco,,Mujeres,14,36.92999999999997
2018,Jalisco,,Mujeres,14,34.699999999999925
2017,Jalisco,,Mujeres,14,32.429999999999936
2016,Jalisco,,Mujeres,14,30.43476447575528
2021,Jalisco,Guadalajara,Total,140390001,47.22999999999988
2020,Jalisco,Guadalajara,Total,140390001,46.46000000000003
2019,Jalisco,Guadalajara,Total,140390001,43.4499999999999
2018,Jalisco,Guadalajara,Total,140390001,40.82000000000001
2017,Jalisco,Guadalajara,Total,140390001,38.21999999999995
2016,Jalisco,Guadalajara,Total,140390001,37.07971172880664
2021,Jalisco,Guadalajara,Hombres,140390001,48.75
2020,Jalisco,Guadalajara,Hombres,140390001,48.02000000000013
2019,Jalisco,Guadalajara,Hombres,140390001,45.71000000000003
2018,Jalisco,Guadalajara,Hombres,140390001,42.43999999999995
2017,Jalisco,Guadalajara,Hombres,140390001,40.070000000000014
2016,Jalisco,Guadalajara,Hombres,140390001,38.9993058801082
2021,Jalisco,Guadalajara,Mujeres,140390001,44.680000000000014
2020,Jalisco,Guadalajara,Mujeres,140390001,43.81999999999999
2019,Jalisco,Guadalajara,Mujeres,140390001,39.73999999999988
2018,Jalisco,Guadalajara,Mujeres,140390001,38.22999999999996
2017,Jalisco,Guadalajara,Mujeres,140390001,35.17999999999995
2016,Jalisco,Guadalajara,Mujeres,140390001,33.79299965895109
2021,México,,Total,15,35.88000000000008
2020,México,,Total,15,32.639999999999965
2019,México,,Total,15,30.579999999999952
2018,México,,Total,15,28.63000000000008
2017,México,,Total,15,28.170000000000048
2016,México,,Total,15,27.469922532106477
2021,México,,Hombres,15,35.860000000000014
2020,México,,Hombres,15,32.989999999999895
2019,México,,Hombres,15,31.28000000000008
2018,México,,Hombres,15,29.199999999999942
2017,México,,Hombres,15,28.38000000000008
2016,México,,Hombres,15,28.03590452850436
2021,México,,Mujeres,15,35.90999999999994
2020,México,,Mujeres,15,31.989999999999903
2019,México,,Mujeres,15,29.170000000000048
2018,México,,Mujeres,15,27.44999999999995
2017,México,,Mujeres,15,27.71999999999993
2016,México,,Mujeres,15,26.254483569890944
2021,México,Toluca,Total,151060001,38.17999999999997
2020,México,Toluca,Total,151060001,35.050000000000075
2019,México,Toluca,Total,151060001,31.510000000000097
2018,México,Toluca,Total,151060001,31.150000000000063
2017,México,Toluca,Total,151060001,30.860000000000035
2016,México,Toluca,Total,151060001,29.084033541203976
2021,México,Toluca,Hombres,151060001,38.64000000000001
2020,México,Toluca,Hombres,151060001,35.76000000000011
2019,México,Toluca,Hombres,151060001,32.40000000000006
2018,México,Toluca,Hombres,151060001,31.269999999999985
2017,México,Toluca,Hombres,151060001,30.90999999999995
2016,México,Toluca,Hombres,151060001,29.36850455659035
2021,México,Toluca,Mujeres,151060001,37.36
2020,México,Toluca,Mujeres,151060001,33.75
2019,México,Toluca,Mujeres,151060001,29.849999999999937
2018,México,Toluca,Mujeres,151060001,30.90999999999995
2017,México,Toluca,Mujeres,151060001,30.76000000000009
2016,México,Toluca,Mujeres,151060001,28.496793668442837
2021,Michoacán de Ocampo,,Total,16,41.239999999999874
2020,Michoacán de Ocampo,,Total,16,38.36999999999992
2019,Michoacán de Ocampo,,Total,16,34.84999999999995
2018,Michoacán de Ocampo,,Total,16,32.639999999999965
2017,Michoacán de Ocampo,,Total,16,30.469999999999924
2016,Michoacán de Ocampo,,Total,16,28.582554314434347
2021,Michoacán de Ocampo,,Hombres,16,42.28999999999997
2020,Michoacán de Ocampo,,Hombres,16,39.86999999999991
2019,Michoacán de Ocampo,,Hombres,16,36.34000000000006
2018,Michoacán de Ocampo,,Hombres,16,34.010000000000105
2017,Michoacán de Ocampo,,Hombres,16,31.75
2016,Michoacán de Ocampo,,Hombres,16,29.48166895216913
2021,Michoacán de Ocampo,,Mujeres,16,39.23999999999988
2020,Michoacán de Ocampo,,Mujeres,16,35.32000000000005
2019,Michoacán de Ocampo,,Mujeres,16,31.84000000000005
2018,Michoacán de Ocampo,,Mujeres,16,29.86000000000003
2017,Michoacán de Ocampo,,Mujeres,16,27.78999999999997
2016,Michoacán de Ocampo,,Mujeres,16,26.73705793012144
2021,Michoacán de Ocampo,Morelia,Total,160530001,48.19999999999989
2020,Michoacán de Ocampo,Morelia,Total,160530001,46.36999999999991
2019,Michoacán de Ocampo,Morelia,Total,160530001,42.72999999999991
2018,Michoacán de Ocampo,Morelia,Total,160530001,40.81000000000004
2017,Michoacán de Ocampo,Morelia,Total,160530001,39.03999999999997
2016,Michoacán de Ocampo,Morelia,Total,160530001,38.28317955479636
2021,Michoacán de Ocampo,Morelia,Hombres,160530001,49.0
2020,Michoacán de Ocampo,Morelia,Hombres,160530001,47.109999999999935
2019,Michoacán de Ocampo,Morelia,Hombres,160530001,44.22999999999991
2018,Michoacán de Ocampo,Morelia,Hombres,160530001,41.93
2017,Michoacán de Ocampo,Morelia,Hombres,160530001,40.32999999999995
2016,Michoacán de Ocampo,Morelia,Hombres,160530001,39.04018892555322
2021,Michoacán de Ocampo,Morelia,Mujeres,160530001,47.0
2020,Michoacán de Ocampo,Morelia,Mujeres,160530001,45.2299999999999
2019,Michoacán de Ocampo,Morelia,Mujeres,160530001,40.28000000000003
2018,Michoacán de Ocampo,Morelia,Mujeres,160530001,38.89000000000001
2017,Michoacán de Ocampo,Morelia,Mujeres,160530001,36.98999999999989
2016,Michoacán de Ocampo,Morelia,Mujeres,160530001,37.08344330142335
2021,Michoacán de Ocampo,Uruapan,Total,161020001,
2020,Michoacán de Ocampo,Uruapan,Total,161020001,
2019,Michoacán de Ocampo,Uruapan,Total,161020001,
2018,Michoacán de Ocampo,Uruapan,Total,161020001,
2017,Michoacán de Ocampo,Uruapan,Total,161020001,
2016,Michoacán de Ocampo,Uruapan,Total,161020001,
2021,Michoacán de Ocampo,Uruapan,Hombres,161020001,
2020,Michoacán de Ocampo,Uruapan,Hombres,161020001,
2019,Michoacán de Ocampo,Uruapan,Hombres,161020001,
2018,Michoacán de Ocampo,Uruapan,Hombres,161020001,
2017,Michoacán de Ocampo,Uruapan,Hombres,161020001,
2016,Michoacán de Ocampo,Uruapan,Hombres,161020001,
2021,Michoacán de Ocampo,Uruapan,Mujeres,161020001,
2020,Michoacán de Ocampo,Uruapan,Mujeres,161020001,
2019,Michoacán de Ocampo,Uruapan,Mujeres,161020001,
2018,Michoacán de Ocampo,Uruapan,Mujeres,161020001,
2017,Michoacán de Ocampo,Uruapan,Mujeres,161020001,
2016,Michoacán de Ocampo,Uruapan,Mujeres,161020001,
2021,Morelos,,Total,17,31.519999999999985
2020,Morelos,,Total,17,29.75
2019,Morelos,,Total,17,26.5
2018,Morelos,,Total,17,25.98000000000001
2017,Morelos,,Total,17,25.19999999999996
2016,Morelos,,Total,17,24.02560338067084
2021,Morelos,,Hombres,17,32.550000000000075
2020,Morelos,,Hombres,17,30.559999999999956
2019,Morelos,,Hombres,17,27.30999999999996
2018,Morelos,,Hombres,17,26.57999999999996
2017,Morelos,,Hombres,17,25.98000000000001
2016,Morelos,,Hombres,17,24.72060610906829
2021,Morelos,,Mujeres,17,29.65999999999996
2020,Morelos,,Mujeres,17,28.23000000000001
2019,Morelos,,Mujeres,17,24.90999999999998
2018,Morelos,,Mujeres,17,24.699999999999964
2017,Morelos,,Mujeres,17,23.679999999999968
2016,Morelos,,Mujeres,17,22.647057625327264
2021,Morelos,Cuernavaca,Total,170070001,35.80999999999998
2020,Morelos,Cuernavaca,Total,170070001,33.929999999999936
2019,Morelos,Cuernavaca,Total,170070001,28.96000000000003
2018,Morelos,Cuernavaca,Total,170070001,29.28999999999997
2017,Morelos,Cuernavaca,Total,170070001,28.260000000000083
2016,Morelos,Cuernavaca,Total,170070001,27.39406218544763
2021,Morelos,Cuernavaca,Hombres,170070001,36.59000000000006
2020,Morelos,Cuernavaca,Hombres,170070001,34.63999999999997
2019,Morelos,Cuernavaca,Hombres,170070001,29.92999999999994
2018,Morelos,Cuernavaca,Hombres,170070001,30.19999999999994
2017,Morelos,Cuernavaca,Hombres,170070001,28.88000000000008
2016,Morelos,Cuernavaca,Hombres,170070001,28.104926711541363
2021,Morelos,Cuernavaca,Mujeres,170070001,34.53999999999997
2020,Morelos,Cuernavaca,Mujeres,170070001,32.699999999999925
2019,Morelos,Cuernavaca,Mujeres,170070001,27.320000000000054
2018,Morelos,Cuernavaca,Mujeres,170070001,27.659999999999965
2017,Morelos,Cuernavaca,Mujeres,170070001,27.11000000000002
2016,Morelos,Cuernavaca,Mujeres,170070001,26.14370789632301
2021,Nayarit,,Total,18,43.239999999999874
2020,Nayarit,,Total,18,40.30000000000009
2019,Nayarit,,Total,18,36.13999999999999
2018,Nayarit,,Total,18,35.40999999999994
2017,Nayarit,,Total,18,32.610000000000035
2016,Nayarit,,Total,18,30.744739475514532
2021,Nayarit,,Hombres,18,43.89000000000004
2020,Nayarit,,Hombres,18,40.899999999999984
2019,Nayarit,,Hombres,18,37.64
2018,Nayarit,,Hombres,18,36.92000000000005
2017,Nayarit,,Hombres,18,33.19000000000005
2016,Nayarit,,Hombres,18,31.60720018831092
2021,Nayarit,,Mujeres,18,41.96999999999998
2020,Nayarit,,Mujeres,18,39.17999999999998
2019,Nayarit,,Mujeres,18,33.44000000000005
2018,Nayarit,,Mujeres,18,32.63000000000008
2017,Nayarit,,Mujeres,18,31.519999999999985
2016,Nayarit,,Mujeres,18,29.172085588515653
2021,Nayarit,Tepic,Total,180170001,47.32999999999994
2020,Nayarit,Tepic,Total,180170001,45.63000000000009
2019,Nayarit,Tepic,Total,180170001,40.85999999999998
2018,Nayarit,Tepic,Total,180170001,40.23999999999988
2017,Nayarit,Tepic,Total,180170001,38.31000000000001
2016,Nayarit,Tepic,Total,180170001,36.42950747984472
2021,Nayarit,Tepic,Hombres,180170001,48.76000000000013
2020,Nayarit,Tepic,Hombres,180170001,46.03999999999997
2019,Nayarit,Tepic,Hombres,180170001,42.159999999999926
2018,Nayarit,Tepic,Hombres,180170001,41.510000000000126
2017,Nayarit,Tepic,Hombres,180170001,38.650000000000006
2016,Nayarit,Tepic,Hombres,180170001,37.42021881842306
2021,Nayarit,Tepic,Mujeres,180170001,45.31000000000007
2020,Nayarit,Tepic,Mujeres,180170001,45.03
2019,Nayarit,Tepic,Mujeres,180170001,38.88000000000008
2018,Nayarit,Tepic,Mujeres,180170001,38.23999999999988
2017,Nayarit,Tepic,Mujeres,180170001,37.77000000000003
2016,Nayarit,Tepic,Mujeres,180170001,34.92109168558264
2021,Nuevo León,,Total,19,53.27999999999996
2020,Nuevo León,,Total,19,50.67000000000006
2019,Nuevo León,,Total,19,46.09000000000008
2018,Nuevo León,,Total,19,41.77000000000008
2017,Nuevo León,,Total,19,39.909999999999926
2016,Nuevo León,,Total,19,37.3116643496502
2021,Nuevo León,,Hombres,19,54.82999999999994
2020,Nuevo León,,Hombres,19,52.09000000000009
2019,Nuevo León,,Hombres,19,47.5
2018,Nuevo León,,Hombres,19,42.81999999999999
2017,Nuevo León,,Hombres,19,41.010000000000126
2016,Nuevo León,,Hombres,19,38.42381008356006
2021,Nuevo León,,Mujeres,19,50.13000000000009
2020,Nuevo León,,Mujeres,19,47.72999999999988
2019,Nuevo León,,Mujeres,19,43.15999999999992
2018,Nuevo León,,Mujeres,19,39.48999999999988
2017,Nuevo León,,Mujeres,19,37.440000000000005
2016,Nuevo León,,Mujeres,19,34.92437208651529
2021,Nuevo León,Monterrey,Total,190390001,56.989999999999846
2020,Nuevo León,Monterrey,Total,190390001,55.0
2019,Nuevo León,Monterrey,Total,190390001,49.52999999999998
2018,Nuevo León,Monterrey,Total,190390001,44.67000000000005
2017,Nuevo León,Monterrey,Total,190390001,42.18999999999996
2016,Nuevo León,Monterrey,Total,190390001,39.770044780258914
2021,Nuevo León,Monterrey,Hombres,190390001,59.27000000000018
2020,Nuevo León,Monterrey,Hombres,190390001,57.17000000000006
2019,Nuevo León,Monterrey,Hombres,190390001,51.55000000000011
2018,Nuevo León,Monterrey,Hombres,190390001,46.0500000000001
2017,Nuevo León,Monterrey,Hombres,190390001,43.42000000000005
2016,Nuevo León,Monterrey,Hombres,190390001,41.15983643206072
2021,Nuevo León,Monterrey,Mujeres,190390001,52.77000000000015
2020,Nuevo León,Monterrey,Mujeres,190390001,51.06000000000011
2019,Nuevo León,Monterrey,Mujeres,190390001,45.64000000000006
2018,Nuevo León,Monterrey,Mujeres,190390001,41.89999999999998
2017,Nuevo León,Monterrey,Mujeres,190390001,39.59000000000008
2016,Nuevo León,Monterrey,Mujeres,190390001,36.945684707901485
2021,Oaxaca,,Total,20,29.13999999999997
2020,Oaxaca,,Total,20,26.98000000000001
2019,Oaxaca,,Total,20,25.099999999999945
2018,Oaxaca,,Total,20,24.449999999999964
2017,Oaxaca,,Total,20,22.940000000000044
2016,Oaxaca,,Total,20,21.359567265996656
2021,Oaxaca,,Hombres,20,29.71000000000003
2020,Oaxaca,,Hombres,20,27.26000000000008
2019,Oaxaca,,Hombres,20,26.070000000000043
2018,Oaxaca,,Hombres,20,25.53000000000005
2017,Oaxaca,,Hombres,20,23.5
2016,Oaxaca,,Hombres,20,21.764656727039423
2021,Oaxaca,,Mujeres,20,28.23999999999992
2020,Oaxaca,,Mujeres,20,26.48000000000001
2019,Oaxaca,,Mujeres,20,23.55000000000003
2018,Oaxaca,,Mujeres,20,22.619999999999933
2017,Oaxaca,,Mujeres,20,21.96999999999997
2016,Oaxaca,,Mujeres,20,20.62817099807576
2021,Oaxaca,Oaxaca,Total,200670001,40.03000000000004
2020,Oaxaca,Oaxaca,Total,200670001,38.67000000000005
2019,Oaxaca,Oaxaca,Total,200670001,35.42999999999995
2018,Oaxaca,Oaxaca,Total,200670001,33.5
2017,Oaxaca,Oaxaca,Total,200670001,32.19999999999993
2016,Oaxaca,Oaxaca,Total,200670001,30.60714249362446
2021,Oaxaca,Oaxaca,Hombres,200670001,40.649999999999984
2020,Oaxaca,Oaxaca,Hombres,200670001,38.96000000000003
2019,Oaxaca,Oaxaca,Hombres,200670001,35.96000000000003
2018,Oaxaca,Oaxaca,Hombres,200670001,34.42999999999994
2017,Oaxaca,Oaxaca,Hombres,200670001,32.82000000000007
2016,Oaxaca,Oaxaca,Hombres,200670001,31.519597134526045
2021,Oaxaca,Oaxaca,Mujeres,200670001,39.159999999999926
2020,Oaxaca,Oaxaca,Mujeres,200670001,38.25
2019,Oaxaca,Oaxaca,Mujeres,200670001,34.67000000000005
2018,Oaxaca,Oaxaca,Mujeres,200670001,32.15000000000006
2017,Oaxaca,Oaxaca,Mujeres,200670001,31.32999999999995
2016,Oaxaca,Oaxaca,Mujeres,200670001,29.328353412036776
2021,Puebla,,Total,21,30.699999999999932
2020,Puebla,,Total,21,29.849999999999937
2019,Puebla,,Total,21,29.119999999999923
2018,Puebla,,Total,21,27.409999999999965
2017,Puebla,,Total,21,24.949999999999964
2016,Puebla,,Total,21,24.240453431133115
2021,Puebla,,Hombres,21,31.75
2020,Puebla,,Hombres,21,30.690000000000047
2019,Puebla,,Hombres,21,30.239999999999903
2018,Puebla,,Hombres,21,28.34000000000004
2017,Puebla,,Hombres,21,25.610000000000017
2016,Puebla,,Hombres,21,24.981331038471268
2021,Puebla,,Mujeres,21,28.75
2020,Puebla,,Mujeres,21,28.30999999999996
2019,Puebla,,Mujeres,21,26.940000000000044
2018,Puebla,,Mujeres,21,25.53999999999997
2017,Puebla,,Mujeres,21,23.630000000000067
2016,Puebla,,Mujeres,21,22.739545982402102
2021,Puebla,Puebla,Total,211140001,39.69999999999991
2020,Puebla,Puebla,Total,211140001,38.17000000000005
2019,Puebla,Puebla,Total,211140001,35.82999999999995
2018,Puebla,Puebla,Total,211140001,34.320000000000064
2017,Puebla,Puebla,Total,211140001,32.46000000000003
2016,Puebla,Puebla,Total,211140001,32.268556344103125
2021,Puebla,Puebla,Hombres,211140001,41.100000000000016
2020,Puebla,Puebla,Hombres,211140001,39.78000000000004
2019,Puebla,Puebla,Hombres,211140001,37.03000000000006
2018,Puebla,Puebla,Hombres,211140001,35.36999999999992
2017,Puebla,Puebla,Hombres,211140001,33.32999999999995
2016,Puebla,Puebla,Hombres,211140001,33.31140023423087
2021,Puebla,Puebla,Mujeres,211140001,37.34000000000006
2020,Puebla,Puebla,Mujeres,211140001,35.42000000000005
2019,Puebla,Puebla,Mujeres,211140001,33.65000000000006
2018,Puebla,Puebla,Mujeres,211140001,32.42000000000005
2017,Puebla,Puebla,Mujeres,211140001,30.820000000000064
2016,Puebla,Puebla,Mujeres,211140001,30.341181235233428
2021,Puebla,Tehuacán,Total,211560001,
2020,Puebla,Tehuacán,Total,211560001,
2019,Puebla,Tehuacán,Total,211560001,
2018,Puebla,Tehuacán,Total,211560001,
2017,Puebla,Tehuacán,Total,211560001,
2016,Puebla,Tehuacán,Total,211560001,
2021,Puebla,Tehuacán,Hombres,211560001,
2020,Puebla,Tehuacán,Hombres,211560001,
2019,Puebla,Tehuacán,Hombres,211560001,
2018,Puebla,Tehuacán,Hombres,211560001,
2017,Puebla,Tehuacán,Hombres,211560001,
2016,Puebla,Tehuacán,Hombres,211560001,
2021,Puebla,Tehuacán,Mujeres,211560001,
2020,Puebla,Tehuacán,Mujeres,211560001,
